Pressure (Pa),VF,LCD (Å),PLD (Å),SA (m2/g )
1000000,0.451,7.37355,2.51949,406.252
10,0.787,15.5563,9.00897,3941.72
10000,0.6154,7.03622,3.75437,1874.17
1,0.6084,10.3381,9.26479,978.616
1000000,0.3434,5.12695,2.42803,134.352
1,0.6108,12.3873,7.83288,1771.12
10000,0.5974,6.23685,3.59052,1731.28
20,0.7036,11.2634,10.7991,2166.48
10000000,0.7802,14.7001,10.7986,4188.97
50000,0.6354,12.213,10.1222,1518.32
100000,0.7554,13.9366,8.23046,2909.44
10000000,0.5494,4.79937,4.4136,1197.61
40000,0.8844,27.5106,14.8846,5099.19
10000000,0.7532,13.9231,6.55268,3492.63
20,0.6982,12.8102,4.05785,2768.51
10,0.6966,10.2783,7.67167,3236.55
1000000,0.7834,16.9426,7.25585,3917.2
10000000,0.631,5.76863,5.59566,2010.97
500000,0.8394,12.9956,11.5941,4816.02
500,0.7864,13.612,8.61498,4197.32
40000,0.791,7.59854,5.9029,4016
1000,0.7412,16.2966,6.6292,2466.59
10000000,0.7628,9.27242,5.3599,5193.56
40,0.519,10.0468,9.57778,722.858
1000,0.7082,14.3729,4.52414,2756.36
40000,0.712,11.7128,3.2993,2024.46
1000,0.6334,6.35635,5.83008,1558
5,0.6474,11.2124,6.77529,1944.91
1,0.7082,12.14,5.49468,2142.5
1,0.6134,12.8128,3.94057,1673.14
1,0.637,9.19521,5.52341,2245.31
5000,0.6692,9.6188,8.65235,2948.81
10000,0.4898,6.21029,5.96321,816.577
1,0.282,4.66548,2.44078,126.066
500000,0.7696,10.8417,6.54754,3656.2
500,0.6656,10.258,6.23412,2797.96
10000,0.4942,6.21326,5.95602,846.718
1000000,0.7178,8.53899,7.85329,2751.44
1000000,0.5,5.64584,2.78001,222.431
10000000,0.5706,12.2514,5.76203,1259.1
10,0.8506,36.7876,36.4331,3019.95
500,0.7948,13.8531,6.75838,4060.62
20,0.4778,3.68255,3.48411,103.941
5,0.7532,13.9231,6.55268,3492.63
100000,0.6996,5.77537,4.11633,3339.3
40000,0.6594,10.6324,4.41521,2662.99
1000000,0.7912,16.1957,14.7503,4788.47
40000,0.5988,6.68993,4.69904,630.96
10000000,0.7442,15.0496,5.6073,2720.81
100000,0.7086,11.8085,11.569,2622.33
10000,0.7878,9.60031,8.17399,4944.37
100,0.7374,8.24038,5.23853,3437.05
10000000,0.4932,7.06296,5.57011,333.15
10,0.8336,18.755,13.3791,3463.71
20,0.8756,18.7842,14.8946,4996.42
10,0.7962,14.6918,13.07,2818.01
20,0.7962,14.6918,13.07,2818.01
10000000,0.6628,7.04016,6.80377,2722.98
10,0.6946,17.2901,12.6482,1463.62
40000,0.5544,7.75357,4.72091,1461.22
10000000,0.6316,6.11234,4.00379,2665.5
10000000,0.7324,12.7076,7.22422,2375.84
40000,0.8336,18.755,13.3791,3463.71
50000,0.4048,7.63868,5.99081,455.527
40000,0.5972,13.1595,6.68014,1390.78
1,0.4162,3.37427,2.42599,0.292371
1000,0.8462,24.3095,9.03515,4885.64
10,0.6948,5.64641,4.02417,1947.67
5,0.6134,5.86758,3.1571,1730.28
10000000,0.5842,7.07474,4.6808,1187.95
40000,0.7294,9.46149,6.72598,1899.4
500,0.4314,4.35737,3.84524,736.915
100000,0.723,15.2767,13.3793,2335.71
100,0.6944,9.50607,8.86576,2510.98
10000,0.6364,14.8417,10.4851,1403.54
500,0.4528,8.23002,7.90173,523.389
100,0.8426,24.2826,10.2733,4760.85
5000,0.7798,10.0815,7.22011,4076.29
50000,0.5642,13.1038,3.67767,851.052
1000000,0.6208,14.8276,14.7703,1444.16
40000,0.7422,11.9211,6.99954,2565.84
5000,0.697,8.09828,4.42359,3259.88
50,0.7144,10.8106,10.124,2944.96
10,0.5228,4.87361,4.61034,858.632
10,0.8528,13.3218,10.043,6230.37
100,0.7144,10.8106,10.124,2944.96
5000,0.7212,13.1432,8.49712,3638.73
10000000,0.7722,13.912,9.20691,3431.85
500,0.5456,9.90635,2.42974,1121.94
500000,0.7746,14.2807,6.83408,3050.2
40000,0.6586,15.5955,7.18908,1549.06
40000,0.4758,7.2326,3.56865,311.51
10000000,0.6848,11.2506,10.3017,2393.32
500000,0.6074,6.42663,5.71174,1210.65
5,0.5908,8.36544,4.75817,1857.73
10000000,0.7424,17.0695,6.66429,2955.01
1,0.7308,8.49333,5.93464,2227.25
3,0.7478,11.4636,8.17134,2794.23
100,0.6404,11.9689,11.0672,1648.51
1,0.7172,10.5583,7.30371,3948.21
50000,0.7162,6.17897,5.38709,1834.65
10000000,0.6944,15.6562,6.95834,2327.95
5,0.7024,8.86151,4.15241,2553.18
1000,0.7584,11.625,8.78986,4078.37
40000,0.7774,20.4608,11.4837,2900.02
10,0.6932,6.8959,6.15645,3903.55
1,0.7024,8.86151,4.15241,2553.18
1,0.6146,6.03462,5.83771,1953.42
5000000,0.7336,6.08536,5.42004,4157.27
100000,0.6608,8.70869,7.89064,2346.5
10000000,0.6966,12.6903,3.67391,1688.54
100,0.7668,11.861,5.70578,3190.97
500,0.546,6.806,6.26285,1381.18
40,0.7936,15.6144,13.7184,4945.62
10000,0.5496,7.57197,7.44682,987.162
1,0.7776,13.6671,9.63813,3346.47
500,0.7968,28.2177,27.5597,3082.47
100,0.6486,4.79644,3.03624,1571.37
10,0.9064,21.7232,20.9879,4539.4
5000000,0.6718,8.6673,3.18545,1511.09
100000,0.3798,3.40999,3.18523,8.462
100000,0.6412,15.2158,5.06222,1266.54
500,0.86,24.1144,19.5628,2772.25
40,0.733,7.98338,7.19596,3553.36
50,0.7774,20.4608,11.4837,2900.02
100,0.3714,6.67559,6.34874,503.846
10,0.5218,8.09931,5.5083,402.116
20,0.6074,6.42663,5.71174,1210.65
500,0.9124,33.6834,15.8789,6442.53
10000,0.6056,10.3256,10.2098,946.742
5,0.7442,15.0496,5.6073,2720.81
40000,0.6766,7.04716,6.45776,1080.68
1000000,0.6678,9.48905,5.22989,2001.3
10,0.6342,7.94214,3.31169,1067.78
1000000,0.472,15.165,5.42937,1267.64
20,0.849,23.4936,11.5336,4491.91
1,0.7336,6.08536,5.42004,4157.27
1,0.6476,11.3171,10.6159,1164.84
50000,0.563,9.49894,7.59757,828.12
100000,0.6278,9.86619,7.72074,748.321
1000000,0.822,20.5167,7.7477,4763.89
5000,0.6208,14.8276,14.7703,1444.16
1000000,0.829,16.5482,9.24625,4349.15
500000,0.6808,12.3722,5.304,2634.52
100,0.6948,5.89707,5.20358,2736.42
1000,0.761,11.9268,5.98269,3766.22
10000000,0.8336,18.755,13.3791,3463.71
20,0.6682,8.32352,7.79985,1638.75
10,0.472,15.165,5.42937,1267.64
1,0.6424,10.5753,5.75707,1203.6
1000000,0.7888,18.9473,10.5132,1780.61
1000000,0.6382,12.1705,3.00948,1448.18
100,0.6598,7.47331,5.41094,835.312
5000,0.7986,9.31104,7.31301,3136.45
500,0.7846,18.0726,6.71346,3519.51
100,0.7614,15.981,7.52003,2738.21
500,0.8538,18.4206,9.23563,5001.08
40,0.6682,8.09581,6.09927,3096.04
100,0.6844,5.8871,5.25211,3598.51
1000000,0.6408,10.6197,8.65931,2151.16
100000,0.6692,8.1061,7.63768,1638.54
1000000,0.7834,13.7962,7.99146,3777.11
10000,0.7294,18.4135,3.91151,2681.95
500,0.865,27.3395,23.1844,4167.13
1000000,0.8014,15.0914,8.39804,5034.3
500000,0.4176,6.8037,4.57353,190.374
50000,0.5138,5.27662,4.93416,971.191
5000000,0.8462,24.3095,9.03515,4885.64
500000,0.5304,7.14775,3.38394,1142.79
1000,0.653,5.20436,4.63461,1243.27
500,0.5878,11.104,3.55246,1243.77
1000,0.5516,8.08223,2.59257,755.551
10,0.658,16.0507,15.6466,1511.5
100000,0.6824,13.5559,7.04166,1824.95
10,0.691,17.4656,10.3818,2073.76
10000000,0.6676,9.41711,9.09464,1736.68
10,0.6424,15.3296,4.28733,1711.14
5,0.5892,8.30737,6.78194,1906.3
1,0.6094,7.89373,4.43058,1277.23
5000,0.6682,8.09581,6.09927,3096.04
1,0.7144,10.8106,10.124,2944.96
1,0.4966,7.93943,4.67024,496.35
10000,0.809,12.4053,8.52361,4005.36
1000,0.749,27.7973,11.161,2183.9
1000,0.82,30.7006,30.1441,3192.07
10,0.6638,11.2734,4.5108,1922.33
50000,0.759,16.2089,7.16155,3560.7
10,0.868,21.0952,19.2468,4251.56
10000,0.7206,15.0918,9.842,2858.85
500,0.742,13.3702,12.1012,3450.5
500,0.8406,34.8596,34.3554,3523.86
100,0.775,11.1955,6.07261,5122.32
500000,0.5322,8.40281,5.25443,1122.44
1,0.7722,10.9388,6.90793,3408.24
10000000,0.7136,6.87554,6.2746,2282.27
10000000,0.5474,9.51714,7.06696,1078.89
10000000,0.6606,10.4656,7.25807,1257.39
50000,0.7088,8.4438,5.40906,4075.73
5,0.837,13.6809,10.3707,4736.79
50000,0.8324,37.3405,13.0059,4240.94
500,0.7486,15.7407,14.8786,2742.03
100,0.6388,14.3322,5.62688,1566.13
10000000,0.742,12.9079,5.24047,2984.72
20,0.7424,17.0695,6.66429,2955.01
10000,0.684,10.7383,9.8398,1926.45
500,0.6478,8.98552,4.23883,1374.21
100,0.7986,9.31104,7.31301,3136.45
40000,0.7574,10.3039,9.54542,2519.18
1000,0.6824,13.5559,7.04166,1824.95
10000000,0.787,15.5563,9.00897,3941.72
10000000,0.8444,11.455,9.77333,4968.9
40000,0.7668,11.861,5.70578,3190.97
1000000,0.7688,21.5414,12.8264,2828.28
500000,0.7924,8.53005,6.74275,4908.1
10,0.8736,22.824,13.4901,4829.51
1000000,0.3414,4.53044,4.08038,269.795
1,0.6834,10.9344,7.53577,2778.79
500,0.4372,6.25403,6.06717,267.088
500,0.3514,4.53887,4.18445,348.906
50000,0.8024,23.8709,10.8478,1789.58
100,0.5236,6.2609,4.2583,916.116
1000000,0.781,16.0531,15.7898,3838.8
1,0.661,14.5598,13.7822,1908.83
40,0.551,3.73198,3.20831,134.478
10,0.441,8.50919,8.20364,470.459
1,0.8462,24.3095,9.03515,4885.64
50,0.551,3.73198,3.20831,134.478
1000000,0.7746,12.0734,5.35338,5223.93
20,0.7026,10.6602,2.55815,1456.16
10000,0.7696,12.9492,9.87431,3796.8
500000,0.6102,8.02063,3.18,1702.97
1000000,0.6098,9.53742,5.44759,1155.58
1000,0.753,18.8079,13.7187,2463.35
10000000,0.771,9.67197,6.44372,3023.99
500,0.8726,23.7283,19.638,5120.87
10000000,0.733,10.493,6.38821,3206.74
10000000,0.75,11.3032,7.62193,3183.72
100,0.715,11.3777,5.00759,3392.15
500,0.5212,5.27695,4.27032,1559.48
5,0.6824,9.38154,5.59471,1876.59
500,0.6988,15.8178,9.45289,1620.88
50000,0.6618,6.18145,3.97754,2630.44
10000,0.6892,12.3604,11.5468,1132.67
500,0.6376,8.79938,7.37416,582.391
20,0.8104,10.7871,9.22291,4721.18
1,0.7178,8.53899,7.85329,2751.44
1000000,0.7312,8.29403,6.89914,4172.71
100,0.6944,15.6562,6.95834,2327.95
10000,0.5416,10.4603,3.75562,861.022
1000000,0.8428,22.4236,6.86083,4453.33
10,0.741,14.0147,13.1676,2398.01
500,0.8214,15.7507,11.0076,4915.74
1,0.6486,4.79644,3.03624,1571.37
500,0.7294,9.46149,6.72598,1899.4
5000000,0.8902,25.1756,12.4937,5799.87
5,0.697,8.09828,4.42359,3259.88
10000000,0.7266,12.677,9.31362,2471.76
40000,0.792,11.7262,5.98085,5190.03
10000000,0.5878,11.104,3.55246,1243.77
100,0.7666,11.4066,8.63285,3317.76
50,0.7666,11.4066,8.63285,3317.76
500,0.8358,25.6855,17.1242,3194.1
1000000,0.7876,17.0823,7.88152,2892.17
20,0.5252,8.61002,3.76636,691.414
20,0.5816,11.1295,5.24741,1572.51
1,0.5988,6.68993,4.69904,630.96
1000000,0.8228,17.6862,16.7388,2970.22
1000,0.8104,15.0265,7.9821,3702.8
1000,0.7912,24.4406,23.6272,2839.17
1000,0.8124,15.1012,7.95608,3787.72
1000,0.8122,15.1002,7.9585,3778.92
1000000,0.8286,18.8677,11.8721,4288.89
50,0.6778,7.0595,6.90616,2110.66
10,0.7576,9.30653,7.96955,3878.82
5000,0.6844,5.8871,5.25211,3598.51
1000,0.603,10.3936,10.2779,1305.96
50000,0.869,27.2094,25.5491,4279.41
40000,0.3406,3.40987,2.44595,1.63136
50000,0.695,13.0808,12.3802,2031.14
10000,0.913,26.2529,12.5751,6072.13
100,0.7086,11.8085,11.569,2622.33
50000,0.8506,36.7876,36.4331,3019.95
10000000,0.7774,20.4608,11.4837,2900.02
1000000,0.441,8.50919,8.20364,470.459
10000000,0.6486,4.79644,3.03624,1571.37
1,0.7924,8.53005,6.74275,4908.1
5000,0.3106,3.62936,3.42106,37.6767
10000,0.451,7.37355,2.51949,406.252
1,0.5858,4.43208,4.25139,1225.81
500000,0.4882,3.505,2.45409,12.3155
40000,0.4932,7.06296,5.57011,333.15
1,0.7088,18.3005,4.50008,2754.35
10000000,0.5708,7.09169,4.92914,595.127
500,0.6264,9.50738,3.99435,2040.4
100,0.6676,9.41711,9.09464,1736.68
10000000,0.7154,8.20803,5.81249,2613.87
500000,0.742,13.3702,12.1012,3450.5
100,0.335,6.12904,5.80783,184.445
10,0.6158,15.2577,2.90995,1261.79
40,0.7614,12.4694,12.0996,3572.33
50000,0.7968,28.2177,27.5597,3082.47
50000,0.655,21.0733,4.609,1452.12
10,0.7222,7.50813,5.20054,4363.91
1000000,0.8074,10.0315,6.17304,5779.04
20,0.7872,14.7024,11.7935,2495
1,0.6896,9.8037,7.11476,1743.84
5,0.7222,7.50813,5.20054,4363.91
500000,0.5854,12.7414,3.10347,429.158
1000000,0.6216,10.2895,6.13196,1803.06
500000,0.5804,9.15011,7.4108,1730.09
5000,0.7024,13.2874,7.77882,2518.43
500,0.5642,13.1038,3.67767,851.052
50000,0.86,24.1144,19.5628,2772.25
1,0.7164,6.76714,4.26504,2500.25
50000,0.9124,33.6834,15.8789,6442.53
50000,0.8332,22.3186,8.92625,4763.26
1000,0.7312,8.29403,6.89914,4172.71
10000,0.5758,6.25647,5.45731,1808.61
100,0.6876,11.2044,7.94034,2640.79
40000,0.7296,9.09166,6.13483,2943.87
1,0.4138,5.15455,4.85632,395.845
1,0.4116,5.11656,4.82152,390.215
500,0.7778,18.3193,17.5552,1454.47
500000,0.7478,17.1826,16.3771,2340.05
5000,0.6948,16.889,3.72632,2558.73
100,0.7172,10.5583,7.30371,3948.21
10000,0.6408,10.6197,8.65931,2151.16
5000,0.6402,8.37909,6.69323,1310.04
500000,0.6384,5.71977,3.98662,939.473
40000,0.6376,10.5433,3.57347,1793.12
5,0.644,6.09971,4.27883,2399.59
1000000,0.7294,9.46149,6.72598,1899.4
3,0.7614,15.981,7.52003,2738.21
1000000,0.844,23.7023,22.8547,4485.82
10,0.3798,3.40999,3.18523,8.462
10000000,0.7062,13.8756,10.0361,1724.8
1000000,0.5716,12.9623,9.06013,1055.4
500,0.2296,3.46694,2.90192,1.50744
1000,0.3434,5.12695,2.42803,134.352
1000,0.8444,11.455,9.77333,4968.9
1000,0.7266,12.677,9.31362,2471.76
1,0.7478,17.1826,16.3771,2340.05
1000000,0.5384,4.46391,2.47505,704.943
10000,0.7936,15.6144,13.7184,4945.62
500000,0.8214,15.7507,11.0076,4915.74
1000000,0.8648,20.246,8.58384,5368.02
5000,0.7806,19.4865,7.36184,3750.66
100000,0.8054,19.7952,10.4782,3486.86
5,0.5516,8.08223,2.59257,755.551
50000,0.865,27.3395,23.1844,4167.13
500,0.7442,15.0496,5.6073,2720.81
50000,0.6154,20.181,6.8654,1339.15
1000000,0.612,7.46814,7.33893,1236.26
500,0.6186,4.66904,4.09054,2241.29
1000,0.498,9.6196,8.46967,487.441
5,0.8582,15.2629,13.96,4846.42
500,0.498,9.6196,8.46967,487.441
100000,0.5078,5.5757,4.21323,1429.04
10000,0.8308,21.1368,18.3383,1489.85
1,0.8556,17.0098,12.9386,5503.94
1000000,0.498,9.6196,8.46967,487.441
10000000,0.7088,18.3005,4.50008,2754.35
1,0.6382,12.1705,3.00948,1448.18
10000,0.738,10.5541,4.56253,3503.12
1000000,0.335,6.12904,5.80783,184.445
5000,0.7834,16.9426,7.25585,3917.2
10000000,0.7918,13.98,12.0095,2839.84
10000,0.7096,12.3515,5.62136,2160.98
10000000,0.6882,11.7254,11.1967,1974.24
1000000,0.7708,10.2364,8.28637,3363.78
500,0.7924,8.53005,6.74275,4908.1
10000,0.7102,15.9933,15.9026,2172.77
1000000,0.685,10.4176,2.52325,1959.21
1000000,0.6734,12.3701,6.46344,858.806
1000,0.6858,12.8466,11.095,2061.46
500000,0.6186,9.52684,4.31294,684.433
1000000,0.8696,18.7144,16.1732,3824.31
1,0.7266,12.677,9.31362,2471.76
10000000,0.3714,6.67559,6.34874,503.846
500000,0.8856,17.2951,15.3322,5193.45
10,0.737,10.9628,6.06241,3056.76
10000,0.5856,5.29945,2.73341,971.271
500,0.7254,7.6924,7.0244,3001.16
1,0.67,13.2962,4.97277,1639.9
5,0.4048,7.63868,5.99081,455.527
5,0.5168,7.63314,6.94265,473.587
10000,0.8194,11.5652,8.64377,5192.46
40000,0.8398,14.2364,11.7566,4996.41
500,0.4958,5.94146,2.41019,929.438
1000,0.6342,7.94214,3.31169,1067.78
1000,0.7918,13.98,12.0095,2839.84
10000000,0.8398,14.2364,11.7566,4996.41
1,0.6298,8.14998,6.76772,2296.86
20,0.6526,13.1084,3.92348,2137.62
10000000,0.622,11.4197,9.93708,1731.98
100000,0.7728,10.0804,7.17794,4441.79
40,0.6526,13.1084,3.92348,2137.62
1000000,0.4948,7.82098,6.43142,912.782
5,0.814,22.4897,11.5568,4398.73
500,0.6382,8.69504,5.47442,2572.85
1000000,0.6948,5.51251,4.14788,1910.12
1000000,0.735,13.8976,5.51402,2291.93
10000000,0.573,9.06209,8.39643,571.408
5000,0.4778,3.68255,3.48411,103.941
100,0.6292,10.7812,7.93542,1741.63
1000000,0.7108,10.8507,4.21913,3845.71
500000,0.7136,6.35523,5.9549,3387.58
1,0.6752,15.0227,4.23694,2407.37
40,0.7834,16.9426,7.25585,3917.2
1,0.6676,9.41711,9.09464,1736.68
1,0.742,12.9079,5.24047,2984.72
50000,0.5932,10.2315,2.96242,1250.22
500,0.5544,7.75357,4.72091,1461.22
10,0.8696,18.7144,16.1732,3824.31
10000000,0.5098,5.72133,5.32598,1375.6
5000000,0.849,23.4936,11.5336,4491.91
500,0.8126,18.2148,15.5853,3256.18
10,0.5552,4.53725,3.92462,1682.21
1000000,0.5074,8.97986,3.15204,868.073
500,0.4048,7.63868,5.99081,455.527
20,0.5282,8.13637,5.96872,1050.49
40000,0.6676,9.41711,9.09464,1736.68
50000,0.7442,15.0496,5.6073,2720.81
100000,0.318,5.66636,4.82954,537.249
1,0.5434,6.68191,4.62372,1464.24
10000000,0.3958,4.73101,4.56435,131.484
1000000,0.811,18.3386,11.3142,2944.33
40,0.5,5.64584,2.78001,222.431
1000,0.7178,8.36527,6.6245,1282.4
10000000,0.7816,10.3603,7.47097,4163.57
1,0.7296,9.09166,6.13483,2943.87
1000000,0.8398,12.3692,10.8675,5199.04
1,0.7206,15.0918,9.842,2858.85
1,0.7708,14.0992,6.85678,3030.24
10000000,0.8266,21.4982,9.22584,4487.44
5,0.8194,11.5652,8.64377,5192.46
1000000,0.7,8.83543,4.89469,4918.23
1,0.781,8.86764,6.4582,3759.41
10000,0.7112,13.0687,6.51652,2929.77
10000000,0.5152,4.84486,2.41506,253.2
50000,0.8736,22.824,13.4901,4829.51
5,0.7086,14.4226,6.94223,1995.84
5,0.5878,11.104,3.55246,1243.77
1,0.8214,15.7507,11.0076,4915.74
1000,0.6916,7.01269,5.15498,1630.59
500000,0.6134,12.8128,3.94057,1673.14
10,0.5716,12.9623,9.06013,1055.4
1000000,0.7648,6.72825,5.09275,2492.42
10,0.7018,14.8352,11.9651,1321.03
10000000,0.6634,8.33476,5.09032,2034.91
50000,0.787,13.2774,7.61293,3985.35
500,0.8126,21.9666,7.7864,3146.28
10,0.8648,20.246,8.58384,5368.02
10,0.6278,9.86619,7.72074,748.321
1000000,0.685,12.1508,8.26476,1858.54
5,0.6278,9.86619,7.72074,748.321
10,0.5742,9.06296,8.67891,1377.78
20,0.7648,6.72825,5.09275,2492.42
5000,0.7144,10.8106,10.124,2944.96
50000,0.873,18.9972,17.5755,3556.08
500,0.8636,16.1529,14.6931,4211.18
10000,0.7562,8.89284,8.27815,2997.14
500,0.678,12.8298,5.12034,2688.78
100,0.3406,3.40987,2.44595,1.63136
10000000,0.7878,9.60031,8.17399,4944.37
1,0.5654,4.01335,3.33782,308.525
1000000,0.6482,7.15691,4.93813,1547.92
10,0.6542,17.3694,5.40179,1447.48
10000000,0.7082,12.14,5.49468,2142.5
1,0.8844,27.5106,14.8846,5099.19
10,0.7454,17.6553,16.4347,1386.05
10000000,0.5546,6.98929,6.77562,982.34
50000,0.7576,9.30653,7.96955,3878.82
1000000,0.7212,13.1432,8.49712,3638.73
500000,0.628,13.1592,12.3614,1209.47
5000,0.7614,15.981,7.52003,2738.21
5000,0.741,14.0147,13.1676,2398.01
1000000,0.8486,20.2584,8.96976,3799.24
500000,0.7762,7.47545,6.2198,7061.42
5000,0.6752,11.6463,2.646,1685.21
10000,0.7688,21.5414,12.8264,2828.28
1000,0.5982,5.13273,3.12604,537.145
1000,0.6778,7.0595,6.90616,2110.66
1000000,0.7646,20.7269,7.8738,1858.6
10000000,0.7776,11.9408,10.6691,4205.92
10,0.6408,10.6197,8.65931,2151.16
500,0.628,13.1592,12.3614,1209.47
5000,0.7866,11.9719,10.5497,4463.64
10000,0.8856,17.2951,15.3322,5193.45
50,0.6586,15.5955,7.18908,1549.06
1000,0.7532,13.9231,6.55268,3492.63
40000,0.4324,4.89776,4.80325,484.055
1,0.4946,5.87516,3.79987,721.53
10000,0.7778,21.1029,10.0936,3727.96
40000,0.6526,13.1084,3.92348,2137.62
500,0.6962,7.58377,5.1021,3558.48
1000000,0.7918,8.54513,8.23246,3203.31
5000,0.5972,11.038,8.53557,1256.69
10000000,0.7794,15.8149,13.6198,3148.79
500,0.6666,17.3855,6.83963,2163.48
10000,0.551,3.73198,3.20831,134.478
1000000,0.7876,15.2027,12.4876,3813.84
500,0.895,28.4313,15.9175,5364.2
10,0.7112,13.0687,6.51652,2929.77
500,0.77,13.1091,11.5975,3959.36
10,0.7354,11.238,5.9406,4045.89
5000,0.658,16.0507,15.6466,1511.5
5000000,0.651,12.7788,12.0274,874.57
40000,0.6966,10.2783,7.67167,3236.55
5000,0.5874,9.28847,5.74363,1609.07
10000000,0.6014,5.62914,3.92719,1602.49
1000000,0.7148,11.0259,4.28602,2247.05
10000000,0.691,17.4656,10.3818,2073.76
1,0.5534,10.8725,9.01928,696.781
1000000,0.5742,9.06296,8.67891,1377.78
40000,0.6338,11.1209,6.65331,1526.88
1,0.6404,11.9689,11.0672,1648.51
20,0.791,7.59854,5.9029,4016
1,0.6626,14.9857,9.18322,2293.15
500,0.5552,9.9038,9.36477,1149.97
10,0.7822,20.1712,6.28286,3773.78
500000,0.7556,8.87764,7.99015,4521.13
5000,0.456,7.67887,4.23308,776.259
1000,0.9292,23.0353,21.6072,6105.88
500,0.6608,8.70869,7.89064,2346.5
1000,0.6702,8.63632,7.63034,3045.9
1,0.722,17.9991,10.1349,2001.01
40000,0.6152,6.56282,6.27917,1553.7
100,0.6316,6.11234,4.00379,2665.5
500000,0.8104,10.7871,9.22291,4721.18
1000,0.8394,12.9956,11.5941,4816.02
500,0.6474,11.2124,6.77529,1944.91
1000000,0.6364,14.8417,10.4851,1403.54
10000,0.5696,8.54083,3.87619,842.727
1000000,0.7338,7.61954,3.92787,3069.22
1,0.4958,7.21454,5.63203,962.545
1000,0.6946,17.2901,12.6482,1463.62
50000,0.7816,24.1004,7.53546,3431.26
10000,0.7746,12.0734,5.35338,5223.93
1000000,0.7024,13.2874,7.77882,2518.43
40000,0.4528,8.23002,7.90173,523.389
10000000,0.611,8.57419,8.06777,1850.4
5,0.617,4.59875,4.17002,2127.44
500,0.5542,7.8514,5.72034,569.831
100,0.8844,27.5106,14.8846,5099.19
5000000,0.5642,13.1038,3.67767,851.052
20,0.7554,13.9366,8.23046,2909.44
1,0.8394,12.9956,11.5941,4816.02
1000000,0.5592,5.84848,5.57464,760.57
500,0.7992,10.9331,7.2387,2264.38
10000000,0.7338,5.87384,4.7032,2665.28
5000000,0.723,15.2767,13.3793,2335.71
1,0.7346,10.3281,8.91862,1869.13
5000,0.7104,8.81916,5.67239,2400.34
5000,0.6638,11.2734,4.5108,1922.33
500,0.7576,9.30653,7.96955,3878.82
40000,0.4462,3.36289,2.46714,0.667566
5,0.3332,4.75182,4.31251,305.985
10,0.6572,10.5619,10.3405,1682.12
1,0.5492,6.90366,2.45763,1011.87
1000000,0.6174,6.68041,4.65647,2707.64
500000,0.778,13.3149,6.32995,5688.77
10,0.5856,8.81259,5.05152,1020.3
1,0.6656,10.258,6.23412,2797.96
500,0.519,4.22005,3.96612,808.528
5000,0.335,6.12904,5.80783,184.445
20,0.7026,15.1422,13.4436,2579.28
10000,0.4948,7.82098,6.43142,912.782
10,0.6858,12.8466,11.095,2061.46
1,0.7918,13.98,12.0095,2839.84
1000,0.7504,12.1554,11.6975,2987.95
1000000,0.7372,6.25402,4.56727,4761.4
50000,0.8636,16.1529,14.6931,4211.18
100,0.6382,12.1705,3.00948,1448.18
40,0.8226,16.8839,10.6099,4557.7
5000,0.3964,5.49967,2.6024,112.226
50000,0.8166,14.7455,10.548,4068.08
40000,0.6102,4.71553,3.44976,608.925
500,0.7098,17.4403,16.9544,1675.56
100000,0.7822,7.07949,4.99162,6931.17
100000,0.8538,18.4206,9.23563,5001.08
500,0.8068,21.8367,11.1395,4368.3
5000000,0.456,7.67887,4.23308,776.259
10000000,0.4856,8.96888,8.2985,863.301
10,0.6876,15.2363,7.95854,1219.76
50000,0.7056,8.81434,4.17837,1923.56
50000,0.2296,3.46694,2.90192,1.50744
5,0.6028,11.6643,6.15098,1354.07
500,0.6728,12.1737,9.5104,2172.08
100000,0.704,10.983,5.31916,3045.33
10000000,0.6824,13.5559,7.04166,1824.95
10000000,0.551,3.73198,3.20831,134.478
500,0.6154,20.181,6.8654,1339.15
10,0.8398,14.2364,11.7566,4996.41
1000000,0.7706,15.8468,15.7515,2109.7
5,0.653,5.20436,4.63461,1243.27
10000,0.8286,18.8677,11.8721,4288.89
100000,0.5874,4.32673,3.84006,1485.57
5,0.6736,14.2525,13.9267,1369.28
10000,0.6998,6.24407,5.54414,2829.99
10,0.8496,12.1173,10.7008,3703.29
500000,0.6836,9.28653,7.43469,1335.5
10000000,0.8122,13.9045,9.65699,4982.37
100000,0.631,8.95844,2.64235,1097.02
1000000,0.7806,19.4865,7.36184,3750.66
5000000,0.757,12.6574,11.15,3462.47
20,0.8076,12.3613,6.84234,4653.12
50000,0.7224,15.2608,10.8434,2313.57
10000,0.8074,10.0315,6.17304,5779.04
1000000,0.5826,10.635,10.4191,645.516
10,0.8764,24.5508,12.1743,4535.57
100,0.5416,10.4603,3.75562,861.022
1000000,0.5042,4.14214,4.05323,537.692
10000000,0.6526,13.1084,3.92348,2137.62
100,0.696,9.72623,7.72143,1479.15
20,0.735,13.8976,5.51402,2291.93
10,0.6492,6.92889,6.03574,2633.39
100000,0.6598,7.47331,5.41094,835.312
500,0.7224,15.2608,10.8434,2313.57
500000,0.7372,12.8548,8.91717,1489.6
5000,0.7604,7.33631,5.31685,3923.75
5000,0.721,11.1886,8.47337,1910.87
10,0.5854,12.7414,3.10347,429.158
1000000,0.6778,7.0595,6.90616,2110.66
20,0.6264,9.50738,3.99435,2040.4
