VF,LCD (Å),PLD (Å),SA (m2/g ),Pressure (Pa),Adsorption (cm3 STP/gr)
0.721,11.1886,8.47337,1910.87,500000,26.93071643
0.721,11.1886,8.47337,1910.87,1000000,50.92698231
0.721,11.1886,8.47337,1910.87,5000000,151.9750555
0.721,11.1886,8.47337,1910.87,10000000,195.0643204
0.5696,8.54083,3.87619,842.727,1,5.87E-05
0.5696,8.54083,3.87619,842.727,5000,0.362089406
0.5696,8.54083,3.87619,842.727,50000,3.582003447
0.5696,8.54083,3.87619,842.727,100000,7.021599242
0.5696,8.54083,3.87619,842.727,500000,28.4177896
0.5696,8.54083,3.87619,842.727,1000000,45.2751651
0.5696,8.54083,3.87619,842.727,5000000,84.38105899
0.5696,8.54083,3.87619,842.727,10000000,98.01867966
0.7864,13.612,8.61498,4197.32,1,0.000151059
0.7864,13.612,8.61498,4197.32,5000,0.680047234
0.7864,13.612,8.61498,4197.32,50000,6.724220765
0.7864,13.612,8.61498,4197.32,100000,13.29358869
0.7864,13.612,8.61498,4197.32,500000,59.84891818
0.7864,13.612,8.61498,4197.32,1000000,111.6891727
0.7864,13.612,8.61498,4197.32,5000000,345.7150247
0.7864,13.612,8.61498,4197.32,10000000,457.9903319
0.8222,15.8333,12.7086,4151.64,1,0.00014397
0.8222,15.8333,12.7086,4151.64,5000,0.633233618
0.8222,15.8333,12.7086,4151.64,50000,6.255905024
0.8222,15.8333,12.7086,4151.64,100000,12.34009265
0.8222,15.8333,12.7086,4151.64,500000,55.02471799
0.8222,15.8333,12.7086,4151.64,1000000,102.4815979
0.8222,15.8333,12.7086,4151.64,5000000,337.5783387
0.8222,15.8333,12.7086,4151.64,10000000,463.8173225
0.8038,16.1525,9.49143,4878.38,1,0.000169721
0.8038,16.1525,9.49143,4878.38,5000,0.861680143
0.8038,16.1525,9.49143,4878.38,50000,8.534488969
0.8038,16.1525,9.49143,4878.38,100000,16.4167494
0.8038,16.1525,9.49143,4878.38,500000,75.25274786
0.8038,16.1525,9.49143,4878.38,1000000,134.3119393
0.8038,16.1525,9.49143,4878.38,5000000,379.1573985
0.8038,16.1525,9.49143,4878.38,10000000,496.1863438
0.7532,13.9231,6.55268,3492.63,1,0.000302087
0.7532,13.9231,6.55268,3492.63,5000,1.483640449
0.7532,13.9231,6.55268,3492.63,50000,13.65416649
0.7532,13.9231,6.55268,3492.63,100000,24.76365412
0.7532,13.9231,6.55268,3492.63,500000,91.4772427
0.7532,13.9231,6.55268,3492.63,1000000,147.5687803
0.7532,13.9231,6.55268,3492.63,5000000,307.8008266
0.7532,13.9231,6.55268,3492.63,10000000,361.9942277
0.3778,6.8791,5.35126,514.901,1,0.000671215
0.3778,6.8791,5.35126,514.901,5000,2.681621975
0.3778,6.8791,5.35126,514.901,50000,15.15291719
0.3778,6.8791,5.35126,514.901,100000,21.05087645
0.3778,6.8791,5.35126,514.901,500000,34.38680267
0.3778,6.8791,5.35126,514.901,1000000,40.25116373
0.3778,6.8791,5.35126,514.901,5000000,53.36472005
0.3778,6.8791,5.35126,514.901,10000000,58.01114986
0.6364,14.8417,10.4851,1403.54,1,0.000801661
0.6364,14.8417,10.4851,1403.54,5000,3.18767696
0.6364,14.8417,10.4851,1403.54,50000,16.87983362
0.6364,14.8417,10.4851,1403.54,100000,24.50200784
0.6364,14.8417,10.4851,1403.54,500000,53.7868851
0.6364,14.8417,10.4851,1403.54,1000000,75.52870327
0.6364,14.8417,10.4851,1403.54,5000000,142.3666042
0.6364,14.8417,10.4851,1403.54,10000000,172.4898916
0.8008,11.5302,8.55287,3633.67,1,6.69E-05
0.8008,11.5302,8.55287,3633.67,5000,0.536324423
0.8008,11.5302,8.55287,3633.67,50000,5.35501587
0.8008,11.5302,8.55287,3633.67,100000,10.67282532
0.8008,11.5302,8.55287,3633.67,500000,49.70378513
0.8008,11.5302,8.55287,3633.67,1000000,94.82514216
0.8008,11.5302,8.55287,3633.67,5000000,297.5493334
0.8008,11.5302,8.55287,3633.67,10000000,384.3390428
0.742,12.9079,5.24047,2984.72,1,0.000140234
0.742,12.9079,5.24047,2984.72,5000,0.89977933
0.742,12.9079,5.24047,2984.72,50000,8.774198795
0.742,12.9079,5.24047,2984.72,100000,16.87293776
0.742,12.9079,5.24047,2984.72,500000,71.12599499
0.742,12.9079,5.24047,2984.72,1000000,119.3786911
0.742,12.9079,5.24047,2984.72,5000000,269.4064317
0.742,12.9079,5.24047,2984.72,10000000,326.7583729
0.6806,13.2509,5.37829,1986.41,1,0.000197521
0.6806,13.2509,5.37829,1986.41,5000,0.862146225
0.6806,13.2509,5.37829,1986.41,50000,8.39233259
0.6806,13.2509,5.37829,1986.41,100000,15.84519063
0.6806,13.2509,5.37829,1986.41,500000,63.81704522
0.6806,13.2509,5.37829,1986.41,1000000,103.3236031
0.6806,13.2509,5.37829,1986.41,5000000,204.9128512
0.6806,13.2509,5.37829,1986.41,10000000,239.1242922
0.7818,12.559,10.1499,3729.68,1,0.000291728
0.7818,12.559,10.1499,3729.68,5000,1.416141729
0.7818,12.559,10.1499,3729.68,50000,12.79058752
0.7818,12.559,10.1499,3729.68,100000,23.56367481
0.7818,12.559,10.1499,3729.68,500000,79.18290825
0.7818,12.559,10.1499,3729.68,1000000,128.2904655
0.7818,12.559,10.1499,3729.68,5000000,322.7129278
0.7818,12.559,10.1499,3729.68,10000000,411.7831786
0.4048,7.63868,5.99081,455.527,1,0.00014165
0.4048,7.63868,5.99081,455.527,5000,0.682446808
0.4048,7.63868,5.99081,455.527,50000,5.981472935
0.4048,7.63868,5.99081,455.527,100000,10.5684149
0.4048,7.63868,5.99081,455.527,500000,28.06101177
0.4048,7.63868,5.99081,455.527,1000000,36.66750764
0.4048,7.63868,5.99081,455.527,5000000,52.67395631
0.4048,7.63868,5.99081,455.527,10000000,57.93642565
0.8788,17.2864,15.7464,5076.95,1,9.58E-05
0.8788,17.2864,15.7464,5076.95,5000,0.77565662
0.8788,17.2864,15.7464,5076.95,50000,7.66600637
0.8788,17.2864,15.7464,5076.95,100000,15.1513319
0.8788,17.2864,15.7464,5076.95,500000,67.95027401
0.8788,17.2864,15.7464,5076.95,1000000,127.2818299
0.8788,17.2864,15.7464,5076.95,5000000,449.0578263
0.8788,17.2864,15.7464,5076.95,10000000,675.2718754
0.69,10.098,5.67724,2218.46,1,0.000205641
0.69,10.098,5.67724,2218.46,5000,1.139890692
0.69,10.098,5.67724,2218.46,50000,10.80551152
0.69,10.098,5.67724,2218.46,100000,20.05237367
0.69,10.098,5.67724,2218.46,500000,75.12239743
0.69,10.098,5.67724,2218.46,1000000,114.6471639
0.69,10.098,5.67724,2218.46,5000000,199.2270373
0.69,10.098,5.67724,2218.46,10000000,224.9780574
0.77,13.1091,11.5975,3959.36,1,0.0001646
0.77,13.1091,11.5975,3959.36,5000,0.704468962
0.77,13.1091,11.5975,3959.36,50000,6.969681709
0.77,13.1091,11.5975,3959.36,100000,13.85387566
0.77,13.1091,11.5975,3959.36,500000,64.15568374
0.77,13.1091,11.5975,3959.36,1000000,121.8034883
0.77,13.1091,11.5975,3959.36,5000000,355.8148883
0.77,13.1091,11.5975,3959.36,10000000,448.9453455
0.7102,15.9933,15.9026,2172.77,1,0.000100765
0.7102,15.9933,15.9026,2172.77,5000,0.563882577
0.7102,15.9933,15.9026,2172.77,50000,5.515762996
0.7102,15.9933,15.9026,2172.77,100000,10.82254457
0.7102,15.9933,15.9026,2172.77,500000,46.4362544
0.7102,15.9933,15.9026,2172.77,1000000,81.26266947
0.7102,15.9933,15.9026,2172.77,5000000,208.0612029
0.7102,15.9933,15.9026,2172.77,10000000,267.3703986
0.8636,16.1529,14.6931,4211.18,1,0.000187891
0.8636,16.1529,14.6931,4211.18,5000,0.731708626
0.8636,16.1529,14.6931,4211.18,50000,7.190012296
0.8636,16.1529,14.6931,4211.18,100000,14.22800966
0.8636,16.1529,14.6931,4211.18,500000,63.40470437
0.8636,16.1529,14.6931,4211.18,1000000,117.7298138
0.8636,16.1529,14.6931,4211.18,5000000,404.6968252
0.8636,16.1529,14.6931,4211.18,10000000,567.4356953
0.7642,12.6449,7.03976,3236.63,1,0.000221909
0.7642,12.6449,7.03976,3236.63,5000,1.078984606
0.7642,12.6449,7.03976,3236.63,50000,10.40230753
0.7642,12.6449,7.03976,3236.63,100000,20.23541076
0.7642,12.6449,7.03976,3236.63,500000,83.60943428
0.7642,12.6449,7.03976,3236.63,1000000,144.1521212
0.7642,12.6449,7.03976,3236.63,5000000,321.6077927
0.7642,12.6449,7.03976,3236.63,10000000,377.8402779
0.693,6.7853,6.06191,3613.74,1,0.000204405
0.693,6.7853,6.06191,3613.74,5000,1.227631217
0.693,6.7853,6.06191,3613.74,50000,12.18181849
0.693,6.7853,6.06191,3613.74,100000,23.96465101
0.693,6.7853,6.06191,3613.74,500000,100.2113302
0.693,6.7853,6.06191,3613.74,1000000,159.3019853
0.693,6.7853,6.06191,3613.74,5000000,280.7946
0.693,6.7853,6.06191,3613.74,10000000,318.0966781
0.6666,6.1215,5.54396,3341.42,1,0.000268911
0.6666,6.1215,5.54396,3341.42,5000,1.418536465
0.6666,6.1215,5.54396,3341.42,50000,13.93925441
0.6666,6.1215,5.54396,3341.42,100000,26.91568941
0.6666,6.1215,5.54396,3341.42,500000,104.6333708
0.6666,6.1215,5.54396,3341.42,1000000,156.6749951
0.6666,6.1215,5.54396,3341.42,5000000,256.2362164
0.6666,6.1215,5.54396,3341.42,10000000,285.8818458
0.5382,9.86717,4.17287,1080.45,1,0.000167496
0.5382,9.86717,4.17287,1080.45,5000,0.787558001
0.5382,9.86717,4.17287,1080.45,50000,7.263130772
0.5382,9.86717,4.17287,1080.45,100000,13.22399344
0.5382,9.86717,4.17287,1080.45,500000,41.17712917
0.5382,9.86717,4.17287,1080.45,1000000,58.38443215
0.5382,9.86717,4.17287,1080.45,5000000,96.81467914
0.5382,9.86717,4.17287,1080.45,10000000,109.1398523
0.6236,10.8022,6.73703,1084.34,1,9.90E-06
0.6236,10.8022,6.73703,1084.34,5000,0.076578342
0.6236,10.8022,6.73703,1084.34,50000,0.761893832
0.6236,10.8022,6.73703,1084.34,100000,1.514768347
0.6236,10.8022,6.73703,1084.34,500000,7.384565943
0.6236,10.8022,6.73703,1084.34,1000000,13.96093106
0.6236,10.8022,6.73703,1084.34,5000000,50.88499284
0.6236,10.8022,6.73703,1084.34,10000000,71.55942138
0.6338,7.23927,6.67302,2274.52,1,0.00044193
0.6338,7.23927,6.67302,2274.52,5000,2.08473049
0.6338,7.23927,6.67302,2274.52,50000,18.28915411
0.6338,7.23927,6.67302,2274.52,100000,31.81099606
0.6338,7.23927,6.67302,2274.52,500000,92.0615759
0.6338,7.23927,6.67302,2274.52,1000000,126.3177054
0.6338,7.23927,6.67302,2274.52,5000000,206.6825164
0.6338,7.23927,6.67302,2274.52,10000000,233.6065655
0.7474,13.2648,11.3344,3898.11,1,0.000467742
0.7474,13.2648,11.3344,3898.11,5000,2.30912381
0.7474,13.2648,11.3344,3898.11,50000,20.42891674
0.7474,13.2648,11.3344,3898.11,100000,36.30232747
0.7474,13.2648,11.3344,3898.11,500000,116.4059654
0.7474,13.2648,11.3344,3898.11,1000000,170.119551
0.7474,13.2648,11.3344,3898.11,5000000,329.5574738
0.7474,13.2648,11.3344,3898.11,10000000,398.48271
0.691,17.4656,10.3818,2073.76,1,0.000297561
0.691,17.4656,10.3818,2073.76,5000,1.195772621
0.691,17.4656,10.3818,2073.76,50000,10.12673672
0.691,17.4656,10.3818,2073.76,100000,18.29383014
0.691,17.4656,10.3818,2073.76,500000,57.73382843
0.691,17.4656,10.3818,2073.76,1000000,88.12105585
0.691,17.4656,10.3818,2073.76,5000000,187.231371
0.691,17.4656,10.3818,2073.76,10000000,233.2738053
0.7556,13.0957,7.43748,3730.15,1,0.000290999
0.7556,13.0957,7.43748,3730.15,5000,1.448204035
0.7556,13.0957,7.43748,3730.15,50000,13.82538296
0.7556,13.0957,7.43748,3730.15,100000,26.05972617
0.7556,13.0957,7.43748,3730.15,500000,105.7590373
0.7556,13.0957,7.43748,3730.15,1000000,173.2596737
0.7556,13.0957,7.43748,3730.15,5000000,370.1826912
0.7556,13.0957,7.43748,3730.15,10000000,435.312714
0.6642,7.05179,4.74765,2753.93,1,0.000304485
0.6642,7.05179,4.74765,2753.93,5000,1.424153099
0.6642,7.05179,4.74765,2753.93,50000,13.76816224
0.6642,7.05179,4.74765,2753.93,100000,26.02915225
0.6642,7.05179,4.74765,2753.93,500000,96.40911283
0.6642,7.05179,4.74765,2753.93,1000000,143.501685
0.6642,7.05179,4.74765,2753.93,5000000,234.5083
0.6642,7.05179,4.74765,2753.93,10000000,261.0389041
0.832,11.3854,11.1242,4292.99,1,0.000142296
0.832,11.3854,11.1242,4292.99,5000,0.619884104
0.832,11.3854,11.1242,4292.99,50000,6.16900467
0.832,11.3854,11.1242,4292.99,100000,12.33493134
0.832,11.3854,11.1242,4292.99,500000,59.54696371
0.832,11.3854,11.1242,4292.99,1000000,118.949492
0.832,11.3854,11.1242,4292.99,5000000,425.5670023
0.832,11.3854,11.1242,4292.99,10000000,562.5628573
0.6166,8.41895,4.83802,1416.47,1,8.42E-05
0.6166,8.41895,4.83802,1416.47,5000,0.537400398
0.6166,8.41895,4.83802,1416.47,50000,5.199323744
0.6166,8.41895,4.83802,1416.47,100000,10.06391856
0.6166,8.41895,4.83802,1416.47,500000,38.74928334
0.6166,8.41895,4.83802,1416.47,1000000,62.68597343
0.6166,8.41895,4.83802,1416.47,5000000,122.5462012
0.6166,8.41895,4.83802,1416.47,10000000,142.1046742
0.8816,28.6652,11.5377,5712.98,1,0.000161525
0.8816,28.6652,11.5377,5712.98,5000,0.773600506
0.8816,28.6652,11.5377,5712.98,50000,7.589716461
0.8816,28.6652,11.5377,5712.98,100000,14.78121195
0.8816,28.6652,11.5377,5712.98,500000,65.03233139
0.8816,28.6652,11.5377,5712.98,1000000,122.7997067
0.8816,28.6652,11.5377,5712.98,5000000,457.7218026
0.8816,28.6652,11.5377,5712.98,10000000,703.3475326
0.7728,10.0804,7.17794,4441.79,1,0.000248983
0.7728,10.0804,7.17794,4441.79,5000,0.990849225
0.7728,10.0804,7.17794,4441.79,50000,9.736997448
0.7728,10.0804,7.17794,4441.79,100000,19.15526094
0.7728,10.0804,7.17794,4441.79,500000,83.03095117
0.7728,10.0804,7.17794,4441.79,1000000,148.4002679
0.7728,10.0804,7.17794,4441.79,5000000,355.8502307
0.7728,10.0804,7.17794,4441.79,10000000,423.2164459
0.5764,10.4024,4.28813,1315,1,0.000713381
0.5764,10.4024,4.28813,1315,5000,3.229626116
0.5764,10.4024,4.28813,1315,50000,19.03943615
0.5764,10.4024,4.28813,1315,100000,27.6999892
0.5764,10.4024,4.28813,1315,500000,64.19835553
0.5764,10.4024,4.28813,1315,1000000,88.38188145
0.5764,10.4024,4.28813,1315,5000000,137.6100705
0.5764,10.4024,4.28813,1315,10000000,151.5491021
0.6774,11.1226,10.8478,1217.75,1,6.42E-05
0.6774,11.1226,10.8478,1217.75,5000,0.315580698
0.6774,11.1226,10.8478,1217.75,50000,3.086340457
0.6774,11.1226,10.8478,1217.75,100000,5.966656418
0.6774,11.1226,10.8478,1217.75,500000,25.03672695
0.6774,11.1226,10.8478,1217.75,1000000,42.10081246
0.6774,11.1226,10.8478,1217.75,5000000,97.9864372
0.6774,11.1226,10.8478,1217.75,10000000,120.4639208
0.7028,10.5539,8.11262,2120.63,1,3.36E-05
0.7028,10.5539,8.11262,2120.63,5000,0.30829557
0.7028,10.5539,8.11262,2120.63,50000,3.060836508
0.7028,10.5539,8.11262,2120.63,100000,6.066820256
0.7028,10.5539,8.11262,2120.63,500000,28.41757225
0.7028,10.5539,8.11262,2120.63,1000000,53.91299428
0.7028,10.5539,8.11262,2120.63,5000000,162.4787609
0.7028,10.5539,8.11262,2120.63,10000000,207.2993664
0.5642,9.3261,6.791,1387.02,1,6.48E-05
0.5642,9.3261,6.791,1387.02,5000,0.248406541
0.5642,9.3261,6.791,1387.02,50000,2.479375801
0.5642,9.3261,6.791,1387.02,100000,4.865206719
0.5642,9.3261,6.791,1387.02,500000,22.67330148
0.5642,9.3261,6.791,1387.02,1000000,41.07627964
0.5642,9.3261,6.791,1387.02,5000000,101.2840817
0.5642,9.3261,6.791,1387.02,10000000,122.9258776
0.7778,9.02646,6.62876,3189.43,1,8.29E-05
0.7778,9.02646,6.62876,3189.43,5000,0.477096922
0.7778,9.02646,6.62876,3189.43,50000,4.748679722
0.7778,9.02646,6.62876,3189.43,100000,9.515831513
0.7778,9.02646,6.62876,3189.43,500000,45.34307984
0.7778,9.02646,6.62876,3189.43,1000000,86.49905662
0.7778,9.02646,6.62876,3189.43,5000000,242.9513124
0.7778,9.02646,6.62876,3189.43,10000000,300.0933867
0.8226,16.8839,10.6099,4557.7,1,0.000132698
0.8226,16.8839,10.6099,4557.7,5000,0.64848074
0.8226,16.8839,10.6099,4557.7,50000,6.368040424
0.8226,16.8839,10.6099,4557.7,100000,12.65820694
0.8226,16.8839,10.6099,4557.7,500000,59.013747
0.8226,16.8839,10.6099,4557.7,1000000,113.232466
0.8226,16.8839,10.6099,4557.7,5000000,382.2312618
0.8226,16.8839,10.6099,4557.7,10000000,517.8789708
0.6084,10.859,8.03964,1347.74,1,0.00022983
0.6084,10.859,8.03964,1347.74,5000,1.144994833
0.6084,10.859,8.03964,1347.74,50000,10.56265006
0.6084,10.859,8.03964,1347.74,100000,19.33840146
0.6084,10.859,8.03964,1347.74,500000,56.78853243
0.6084,10.859,8.03964,1347.74,1000000,77.67942529
0.6084,10.859,8.03964,1347.74,5000000,125.6257161
0.6084,10.859,8.03964,1347.74,10000000,143.8929243
0.6208,14.8276,14.7703,1444.16,1,9.75E-05
0.6208,14.8276,14.7703,1444.16,5000,0.467392474
0.6208,14.8276,14.7703,1444.16,50000,4.473755589
0.6208,14.8276,14.7703,1444.16,100000,8.644273695
0.6208,14.8276,14.7703,1444.16,500000,33.93231696
0.6208,14.8276,14.7703,1444.16,1000000,56.29615798
0.6208,14.8276,14.7703,1444.16,5000000,138.5462538
0.6208,14.8276,14.7703,1444.16,10000000,179.7990159
0.6412,8.1775,6.04263,1629.55,1,0.000397814
0.6412,8.1775,6.04263,1629.55,5000,2.247763545
0.6412,8.1775,6.04263,1629.55,50000,17.67838373
0.6412,8.1775,6.04263,1629.55,100000,29.10904758
0.6412,8.1775,6.04263,1629.55,500000,70.48680913
0.6412,8.1775,6.04263,1629.55,1000000,92.35978055
0.6412,8.1775,6.04263,1629.55,5000000,139.6684869
0.6412,8.1775,6.04263,1629.55,10000000,155.0628639
0.7648,6.72825,5.09275,2492.42,1,3.64E-05
0.7648,6.72825,5.09275,2492.42,5000,0.155424368
0.7648,6.72825,5.09275,2492.42,50000,1.556268937
0.7648,6.72825,5.09275,2492.42,100000,3.095248842
0.7648,6.72825,5.09275,2492.42,500000,14.96011402
0.7648,6.72825,5.09275,2492.42,1000000,27.9409676
0.7648,6.72825,5.09275,2492.42,5000000,95.49953636
0.7648,6.72825,5.09275,2492.42,10000000,130.3134157
0.6966,15.4253,11.2027,2364.92,1,0.000328412
0.6966,15.4253,11.2027,2364.92,5000,2.259661964
0.6966,15.4253,11.2027,2364.92,50000,17.44311878
0.6966,15.4253,11.2027,2364.92,100000,29.46660516
0.6966,15.4253,11.2027,2364.92,500000,84.27866694
0.6966,15.4253,11.2027,2364.92,1000000,125.9459545
0.6966,15.4253,11.2027,2364.92,5000000,238.7541445
0.6966,15.4253,11.2027,2364.92,10000000,279.7483463
0.738,11.0594,6.30446,2440.24,1,0.000165817
0.738,11.0594,6.30446,2440.24,5000,0.726597734
0.738,11.0594,6.30446,2440.24,50000,7.014834447
0.738,11.0594,6.30446,2440.24,100000,13.11253581
0.738,11.0594,6.30446,2440.24,500000,53.07168962
0.738,11.0594,6.30446,2440.24,1000000,87.73998919
0.738,11.0594,6.30446,2440.24,5000000,193.7536231
0.738,11.0594,6.30446,2440.24,10000000,230.9895245
0.8024,23.8709,10.8478,1789.58,1,2.36E-05
0.8024,23.8709,10.8478,1789.58,5000,0.149520249
0.8024,23.8709,10.8478,1789.58,50000,1.477327099
0.8024,23.8709,10.8478,1789.58,100000,2.964440594
0.8024,23.8709,10.8478,1789.58,500000,14.40653101
0.8024,23.8709,10.8478,1789.58,1000000,28.68896715
0.8024,23.8709,10.8478,1789.58,5000000,126.4104845
0.8024,23.8709,10.8478,1789.58,10000000,198.8187205
0.6966,12.6903,3.67391,1688.54,1,0.000161546
0.6966,12.6903,3.67391,1688.54,5000,0.407449027
0.6966,12.6903,3.67391,1688.54,50000,4.00811621
0.6966,12.6903,3.67391,1688.54,100000,7.966626421
0.6966,12.6903,3.67391,1688.54,500000,36.24170437
0.6966,12.6903,3.67391,1688.54,1000000,65.34665438
0.6966,12.6903,3.67391,1688.54,5000000,157.662159
0.6966,12.6903,3.67391,1688.54,10000000,189.7583592
0.789,9.46604,8.41122,3384.04,1,1.42E-05
0.789,9.46604,8.41122,3384.04,5000,0.20806513
0.789,9.46604,8.41122,3384.04,50000,2.081581983
0.789,9.46604,8.41122,3384.04,100000,4.162209971
0.789,9.46604,8.41122,3384.04,500000,20.16436079
0.789,9.46604,8.41122,3384.04,1000000,40.23262099
0.789,9.46604,8.41122,3384.04,5000000,173.5411812
0.789,9.46604,8.41122,3384.04,10000000,258.2196924
0.8738,25.7153,12.0883,5688.62,1,0.00017395
0.8738,25.7153,12.0883,5688.62,5000,0.74406927
0.8738,25.7153,12.0883,5688.62,50000,7.359682673
0.8738,25.7153,12.0883,5688.62,100000,14.50197271
0.8738,25.7153,12.0883,5688.62,500000,64.45488208
0.8738,25.7153,12.0883,5688.62,1000000,121.6826269
0.8738,25.7153,12.0883,5688.62,5000000,451.8816019
0.8738,25.7153,12.0883,5688.62,10000000,689.6072853
0.8462,24.3095,9.03515,4885.64,1,0.000238921
0.8462,24.3095,9.03515,4885.64,5000,0.828619844
0.8462,24.3095,9.03515,4885.64,50000,8.005283962
0.8462,24.3095,9.03515,4885.64,100000,15.7031698
0.8462,24.3095,9.03515,4885.64,500000,66.89697392
0.8462,24.3095,9.03515,4885.64,1000000,123.4237579
0.8462,24.3095,9.03515,4885.64,5000000,416.7699374
0.8462,24.3095,9.03515,4885.64,10000000,580.1109516
0.7038,10.0325,9.59417,2551.51,1,0.000288405
0.7038,10.0325,9.59417,2551.51,5000,1.141331451
0.7038,10.0325,9.59417,2551.51,50000,11.23183892
0.7038,10.0325,9.59417,2551.51,100000,22.3437471
0.7038,10.0325,9.59417,2551.51,500000,95.17404131
0.7038,10.0325,9.59417,2551.51,1000000,155.8066385
0.7038,10.0325,9.59417,2551.51,5000000,287.6284428
0.7038,10.0325,9.59417,2551.51,10000000,332.2285861
0.455,9.53782,8.62412,387.91,1,2.56E-05
0.455,9.53782,8.62412,387.91,5000,0.13171785
0.455,9.53782,8.62412,387.91,50000,1.312987279
0.455,9.53782,8.62412,387.91,100000,2.592834246
0.455,9.53782,8.62412,387.91,500000,11.21977739
0.455,9.53782,8.62412,387.91,1000000,18.83174969
0.455,9.53782,8.62412,387.91,5000000,35.8241932
0.455,9.53782,8.62412,387.91,10000000,40.75280292
0.498,9.6196,8.46967,487.441,1,5.77E-05
0.498,9.6196,8.46967,487.441,5000,0.296811913
0.498,9.6196,8.46967,487.441,50000,2.853471223
0.498,9.6196,8.46967,487.441,100000,5.604072663
0.498,9.6196,8.46967,487.441,500000,22.44327141
0.498,9.6196,8.46967,487.441,1000000,36.53855248
0.498,9.6196,8.46967,487.441,5000000,66.04339917
0.498,9.6196,8.46967,487.441,10000000,73.54458791
0.6558,8.02196,4.1722,1525.15,1,0.000407048
0.6558,8.02196,4.1722,1525.15,5000,2.123960345
0.6558,8.02196,4.1722,1525.15,50000,19.65873723
0.6558,8.02196,4.1722,1525.15,100000,35.13974729
0.6558,8.02196,4.1722,1525.15,500000,95.49564603
0.6558,8.02196,4.1722,1525.15,1000000,120.5441781
0.6558,8.02196,4.1722,1525.15,5000000,165.0469495
0.6558,8.02196,4.1722,1525.15,10000000,180.6549805
0.5032,8.34589,6.74867,430.794,1,6.04E-05
0.5032,8.34589,6.74867,430.794,5000,0.216145518
0.5032,8.34589,6.74867,430.794,50000,2.069813491
0.5032,8.34589,6.74867,430.794,100000,3.978843197
0.5032,8.34589,6.74867,430.794,500000,15.09453017
0.5032,8.34589,6.74867,430.794,1000000,24.51954962
0.5032,8.34589,6.74867,430.794,5000000,50.99642592
0.5032,8.34589,6.74867,430.794,10000000,60.67544134
0.815,12.9546,9.6087,4689.52,1,9.35E-05
0.815,12.9546,9.6087,4689.52,5000,0.653700066
0.815,12.9546,9.6087,4689.52,50000,6.571149884
0.815,12.9546,9.6087,4689.52,100000,13.20782951
0.815,12.9546,9.6087,4689.52,500000,63.51473349
0.815,12.9546,9.6087,4689.52,1000000,126.6039369
0.815,12.9546,9.6087,4689.52,5000000,443.6912292
0.815,12.9546,9.6087,4689.52,10000000,579.7232648
0.6796,6.09263,4.09444,3192.37,1,0.000313083
0.6796,6.09263,4.09444,3192.37,5000,1.393146428
0.6796,6.09263,4.09444,3192.37,50000,13.81052366
0.6796,6.09263,4.09444,3192.37,100000,26.99010908
0.6796,6.09263,4.09444,3192.37,500000,114.1495631
0.6796,6.09263,4.09444,3192.37,1000000,176.5820415
0.6796,6.09263,4.09444,3192.37,5000000,279.3078376
0.6796,6.09263,4.09444,3192.37,10000000,303.2374151
0.6042,8.05193,5.7692,1147.19,1,6.56E-05
0.6042,8.05193,5.7692,1147.19,5000,0.317819693
0.6042,8.05193,5.7692,1147.19,50000,3.095197002
0.6042,8.05193,5.7692,1147.19,100000,6.012355619
0.6042,8.05193,5.7692,1147.19,500000,24.86032
0.6042,8.05193,5.7692,1147.19,1000000,39.78474689
0.6042,8.05193,5.7692,1147.19,5000000,84.03821575
0.6042,8.05193,5.7692,1147.19,10000000,99.48020675
0.3124,5.58258,4.94247,280.425,1,0.000219892
0.3124,5.58258,4.94247,280.425,5000,0.81787992
0.3124,5.58258,4.94247,280.425,50000,5.943994893
0.3124,5.58258,4.94247,280.425,100000,9.023782459
0.3124,5.58258,4.94247,280.425,500000,16.11386097
0.3124,5.58258,4.94247,280.425,1000000,18.35068647
0.3124,5.58258,4.94247,280.425,5000000,21.23359497
0.3124,5.58258,4.94247,280.425,10000000,21.95009943
0.895,28.4313,15.9175,5364.2,1,9.68E-05
0.895,28.4313,15.9175,5364.2,5000,0.627743649
0.895,28.4313,15.9175,5364.2,50000,6.249898682
0.895,28.4313,15.9175,5364.2,100000,12.51512292
0.895,28.4313,15.9175,5364.2,500000,60.89914812
0.895,28.4313,15.9175,5364.2,1000000,115.2310021
0.895,28.4313,15.9175,5364.2,5000000,467.7402015
0.895,28.4313,15.9175,5364.2,10000000,737.8291984
0.774,11.3319,6.86002,3628.15,1,0.000130063
0.774,11.3319,6.86002,3628.15,5000,0.722571013
0.774,11.3319,6.86002,3628.15,50000,7.198666938
0.774,11.3319,6.86002,3628.15,100000,14.25652982
0.774,11.3319,6.86002,3628.15,500000,65.53249168
0.774,11.3319,6.86002,3628.15,1000000,120.7987172
0.774,11.3319,6.86002,3628.15,5000000,314.0833445
0.774,11.3319,6.86002,3628.15,10000000,380.1785566
0.7424,17.0695,6.66429,2955.01,1,0.000187802
0.7424,17.0695,6.66429,2955.01,5000,1.186604101
0.7424,17.0695,6.66429,2955.01,50000,11.33644947
0.7424,17.0695,6.66429,2955.01,100000,21.47223147
0.7424,17.0695,6.66429,2955.01,500000,80.20634886
0.7424,17.0695,6.66429,2955.01,1000000,130.3583267
0.7424,17.0695,6.66429,2955.01,5000000,270.5911187
0.7424,17.0695,6.66429,2955.01,10000000,321.457443
