VF,LCD (Å),PLD (Å),SA (m2/g ),Pressure (Pa),Adsorption (cm3 STP/gr)
0.6544,10.1172,8.98959,1437.98,100000,17.02944546
0.6544,10.1172,8.98959,1437.98,500000,65.1183357
0.6544,10.1172,8.98959,1437.98,1000000,99.07355532
0.6544,10.1172,8.98959,1437.98,5000000,170.9161357
0.6544,10.1172,8.98959,1437.98,10000000,193.4111595
0.5744,5.56011,4.7997,1754.91,1,0.000159541
0.5744,5.56011,4.7997,1754.91,5000,1.068356547
0.5744,5.56011,4.7997,1754.91,50000,10.3409607
0.5744,5.56011,4.7997,1754.91,100000,19.78271578
0.5744,5.56011,4.7997,1754.91,500000,70.07119993
0.5744,5.56011,4.7997,1754.91,1000000,101.4344347
0.5744,5.56011,4.7997,1754.91,5000000,158.0791211
0.5744,5.56011,4.7997,1754.91,10000000,174.0423057
0.7088,8.4438,5.40906,4075.73,1,0.000306617
0.7088,8.4438,5.40906,4075.73,5000,1.872579435
0.7088,8.4438,5.40906,4075.73,50000,18.20165947
0.7088,8.4438,5.40906,4075.73,100000,34.38235749
0.7088,8.4438,5.40906,4075.73,500000,130.7105285
0.7088,8.4438,5.40906,4075.73,1000000,189.354102
0.7088,8.4438,5.40906,4075.73,5000000,291.7091041
0.7088,8.4438,5.40906,4075.73,10000000,320.650162
0.809,12.4053,8.52361,4005.36,1,9.37E-05
0.809,12.4053,8.52361,4005.36,5000,0.638040426
0.809,12.4053,8.52361,4005.36,50000,6.231296416
0.809,12.4053,8.52361,4005.36,100000,12.34901273
0.809,12.4053,8.52361,4005.36,500000,56.32957623
0.809,12.4053,8.52361,4005.36,1000000,106.7098129
0.809,12.4053,8.52361,4005.36,5000000,350.7586412
0.809,12.4053,8.52361,4005.36,10000000,461.007283
0.837,13.6809,10.3707,4736.79,1,0.00010335
0.837,13.6809,10.3707,4736.79,5000,0.734068801
0.837,13.6809,10.3707,4736.79,50000,7.286208401
0.837,13.6809,10.3707,4736.79,100000,14.39624531
0.837,13.6809,10.3707,4736.79,500000,65.46697462
0.837,13.6809,10.3707,4736.79,1000000,124.1047812
0.837,13.6809,10.3707,4736.79,5000000,425.2862579
0.837,13.6809,10.3707,4736.79,10000000,582.100884
0.8026,12.651,8.2906,4503.64,1,0.000180534
0.8026,12.651,8.2906,4503.64,5000,0.790227247
0.8026,12.651,8.2906,4503.64,50000,7.797051907
0.8026,12.651,8.2906,4503.64,100000,15.37504296
0.8026,12.651,8.2906,4503.64,500000,68.80696166
0.8026,12.651,8.2906,4503.64,1000000,127.8784189
0.8026,12.651,8.2906,4503.64,5000000,403.3882966
0.8026,12.651,8.2906,4503.64,10000000,528.4479433
0.8052,12.425,8.36781,4335.39,1,0.00022759
0.8052,12.425,8.36781,4335.39,5000,1.117552193
0.8052,12.425,8.36781,4335.39,50000,10.58851019
0.8052,12.425,8.36781,4335.39,100000,20.1514772
0.8052,12.425,8.36781,4335.39,500000,78.20952339
0.8052,12.425,8.36781,4335.39,1000000,137.1155544
0.8052,12.425,8.36781,4335.39,5000000,384.2715321
0.8052,12.425,8.36781,4335.39,10000000,492.107104
0.715,11.3777,5.00759,3392.15,1,0.000297577
0.715,11.3777,5.00759,3392.15,5000,1.608529901
0.715,11.3777,5.00759,3392.15,50000,15.30843837
0.715,11.3777,5.00759,3392.15,100000,28.85666098
0.715,11.3777,5.00759,3392.15,500000,111.0878472
0.715,11.3777,5.00759,3392.15,1000000,170.1455706
0.715,11.3777,5.00759,3392.15,5000000,300.2689001
0.715,11.3777,5.00759,3392.15,10000000,339.9160529
0.6006,8.86609,7.97255,1844.92,1,0.000821367
0.6006,8.86609,7.97255,1844.92,5000,4.074924587
0.6006,8.86609,7.97255,1844.92,50000,30.60061048
0.6006,8.86609,7.97255,1844.92,100000,50.16352641
0.6006,8.86609,7.97255,1844.92,500000,108.8407035
0.6006,8.86609,7.97255,1844.92,1000000,135.8430343
0.6006,8.86609,7.97255,1844.92,5000000,189.548168
0.6006,8.86609,7.97255,1844.92,10000000,206.9572781
0.7158,13.7728,9.32974,2543.09,1,0.000123131
0.7158,13.7728,9.32974,2543.09,5000,0.659696249
0.7158,13.7728,9.32974,2543.09,50000,6.139046927
0.7158,13.7728,9.32974,2543.09,100000,11.35463962
0.7158,13.7728,9.32974,2543.09,500000,41.69005686
0.7158,13.7728,9.32974,2543.09,1000000,69.70907345
0.7158,13.7728,9.32974,2543.09,5000000,178.7488002
0.7158,13.7728,9.32974,2543.09,10000000,228.7673582
0.745,11.6532,7.63405,3087.55,1,0.000154034
0.745,11.6532,7.63405,3087.55,5000,0.934338717
0.745,11.6532,7.63405,3087.55,50000,9.166636995
0.745,11.6532,7.63405,3087.55,100000,17.47773663
0.745,11.6532,7.63405,3087.55,500000,76.241388
0.745,11.6532,7.63405,3087.55,1000000,128.9603064
0.745,11.6532,7.63405,3087.55,5000000,270.0016371
0.745,11.6532,7.63405,3087.55,10000000,313.3171192
0.8258,24.2323,22.8992,4150.4,1,0.00014625
0.8258,24.2323,22.8992,4150.4,5000,0.641635588
0.8258,24.2323,22.8992,4150.4,50000,6.410643519
0.8258,24.2323,22.8992,4150.4,100000,12.75545599
0.8258,24.2323,22.8992,4150.4,500000,59.72358573
0.8258,24.2323,22.8992,4150.4,1000000,113.9615923
0.8258,24.2323,22.8992,4150.4,5000000,367.7081552
0.8258,24.2323,22.8992,4150.4,10000000,497.0567314
0.6862,7.86092,6.25774,1829.13,1,0.000119093
0.6862,7.86092,6.25774,1829.13,5000,0.389037492
0.6862,7.86092,6.25774,1829.13,50000,3.621419414
0.6862,7.86092,6.25774,1829.13,100000,6.826594884
0.6862,7.86092,6.25774,1829.13,500000,26.58411443
0.6862,7.86092,6.25774,1829.13,1000000,46.39377618
0.6862,7.86092,6.25774,1829.13,5000000,116.7045161
0.6862,7.86092,6.25774,1829.13,10000000,144.0785016
0.7682,13.5521,8.93511,3881.87,1,0.00011211
0.7682,13.5521,8.93511,3881.87,5000,0.523811672
0.7682,13.5521,8.93511,3881.87,50000,5.185991049
0.7682,13.5521,8.93511,3881.87,100000,10.30221385
0.7682,13.5521,8.93511,3881.87,500000,46.15256858
0.7682,13.5521,8.93511,3881.87,1000000,85.31597741
0.7682,13.5521,8.93511,3881.87,5000000,260.2906947
0.7682,13.5521,8.93511,3881.87,10000000,351.2453657
0.8898,19.2341,9.51535,4716.4,1,2.43E-05
0.8898,19.2341,9.51535,4716.4,5000,0.170960449
0.8898,19.2341,9.51535,4716.4,50000,1.702723077
0.8898,19.2341,9.51535,4716.4,100000,3.417910481
0.8898,19.2341,9.51535,4716.4,500000,16.90505806
0.8898,19.2341,9.51535,4716.4,1000000,32.78130627
0.8898,19.2341,9.51535,4716.4,5000000,159.7665226
0.8898,19.2341,9.51535,4716.4,10000000,287.6802636
0.7756,10.7713,8.65206,2572.07,1,3.62E-05
0.7756,10.7713,8.65206,2572.07,5000,0.156483753
0.7756,10.7713,8.65206,2572.07,50000,1.578120177
0.7756,10.7713,8.65206,2572.07,100000,3.137759458
0.7756,10.7713,8.65206,2572.07,500000,15.60762451
0.7756,10.7713,8.65206,2572.07,1000000,30.4687184
0.7756,10.7713,8.65206,2572.07,5000000,137.4707507
0.7756,10.7713,8.65206,2572.07,10000000,212.1199883
0.7776,13.6671,9.63813,3346.47,1,0.000210998
0.7776,13.6671,9.63813,3346.47,5000,1.010165743
0.7776,13.6671,9.63813,3346.47,50000,9.86108517
0.7776,13.6671,9.63813,3346.47,100000,19.17404944
0.7776,13.6671,9.63813,3346.47,500000,79.08771995
0.7776,13.6671,9.63813,3346.47,1000000,132.2173224
0.7776,13.6671,9.63813,3346.47,5000000,307.5841618
0.7776,13.6671,9.63813,3346.47,10000000,376.1940387
0.6398,5.14269,4.75945,1652.16,1,0.000231061
0.6398,5.14269,4.75945,1652.16,5000,1.322669294
0.6398,5.14269,4.75945,1652.16,50000,12.32289203
0.6398,5.14269,4.75945,1652.16,100000,22.66293446
0.6398,5.14269,4.75945,1652.16,500000,67.37070902
0.6398,5.14269,4.75945,1652.16,1000000,92.11963594
0.6398,5.14269,4.75945,1652.16,5000000,149.5075544
0.6398,5.14269,4.75945,1652.16,10000000,169.329874
0.5972,8.90326,5.05379,1791.07,1,0.000626654
0.5972,8.90326,5.05379,1791.07,5000,3.352568577
0.5972,8.90326,5.05379,1791.07,50000,28.0216067
0.5972,8.90326,5.05379,1791.07,100000,48.71541981
0.5972,8.90326,5.05379,1791.07,500000,114.8642328
0.5972,8.90326,5.05379,1791.07,1000000,142.6331921
0.5972,8.90326,5.05379,1791.07,5000000,191.4667491
0.5972,8.90326,5.05379,1791.07,10000000,205.7294641
0.734,8.30632,6.09762,3481.13,1,0.00015639
0.734,8.30632,6.09762,3481.13,5000,0.933096499
0.734,8.30632,6.09762,3481.13,50000,9.176371258
0.734,8.30632,6.09762,3481.13,100000,18.10479364
0.734,8.30632,6.09762,3481.13,500000,77.66277405
0.734,8.30632,6.09762,3481.13,1000000,131.0612778
0.734,8.30632,6.09762,3481.13,5000000,263.117759
0.734,8.30632,6.09762,3481.13,10000000,304.0730174
0.775,11.1955,6.07261,5122.32,1,0.000167503
0.775,11.1955,6.07261,5122.32,5000,1.247309408
0.775,11.1955,6.07261,5122.32,50000,12.33018408
0.775,11.1955,6.07261,5122.32,100000,24.10812486
0.775,11.1955,6.07261,5122.32,500000,104.873451
0.775,11.1955,6.07261,5122.32,1000000,178.6925653
0.775,11.1955,6.07261,5122.32,5000000,386.5497873
0.775,11.1955,6.07261,5122.32,10000000,457.1457642
0.73,9.82687,5.92931,4207.48,1,0.000319778
0.73,9.82687,5.92931,4207.48,5000,1.884036341
0.73,9.82687,5.92931,4207.48,50000,17.94700059
0.73,9.82687,5.92931,4207.48,100000,33.57449942
0.73,9.82687,5.92931,4207.48,500000,122.1432754
0.73,9.82687,5.92931,4207.48,1000000,183.5768338
0.73,9.82687,5.92931,4207.48,5000000,323.8622478
0.73,9.82687,5.92931,4207.48,10000000,366.4462845
0.6962,7.58377,5.1021,3558.48,1,0.00053737
0.6962,7.58377,5.1021,3558.48,5000,2.511743388
0.6962,7.58377,5.1021,3558.48,50000,23.11755872
0.6962,7.58377,5.1021,3558.48,100000,42.07936767
0.6962,7.58377,5.1021,3558.48,500000,133.354231
0.6962,7.58377,5.1021,3558.48,1000000,184.4857652
0.6962,7.58377,5.1021,3558.48,5000000,283.8797068
0.6962,7.58377,5.1021,3558.48,10000000,312.6680794
0.7746,12.0734,5.35338,5223.93,1,0.000235559
0.7746,12.0734,5.35338,5223.93,5000,1.183455979
0.7746,12.0734,5.35338,5223.93,50000,11.72034865
0.7746,12.0734,5.35338,5223.93,100000,23.09406329
0.7746,12.0734,5.35338,5223.93,500000,104.0075335
0.7746,12.0734,5.35338,5223.93,1000000,181.4919024
0.7746,12.0734,5.35338,5223.93,5000000,401.300334
0.7746,12.0734,5.35338,5223.93,10000000,473.0861624
0.7296,9.53314,6.14559,4232.98,1,0.00029767
0.7296,9.53314,6.14559,4232.98,5000,1.84543268
0.7296,9.53314,6.14559,4232.98,50000,17.66980031
0.7296,9.53314,6.14559,4232.98,100000,32.92323935
0.7296,9.53314,6.14559,4232.98,500000,118.0181791
0.7296,9.53314,6.14559,4232.98,1000000,176.9962179
0.7296,9.53314,6.14559,4232.98,5000000,318.1538615
0.7296,9.53314,6.14559,4232.98,10000000,362.4300113
0.7482,9.81757,5.20485,5015.39,1,0.000309172
0.7482,9.81757,5.20485,5015.39,5000,1.520373751
0.7482,9.81757,5.20485,5015.39,50000,14.99423451
0.7482,9.81757,5.20485,5015.39,100000,28.92537309
0.7482,9.81757,5.20485,5015.39,500000,122.4446251
0.7482,9.81757,5.20485,5015.39,1000000,197.8647058
0.7482,9.81757,5.20485,5015.39,5000000,368.1198545
0.7482,9.81757,5.20485,5015.39,10000000,422.0221411
0.7442,9.75422,5.20239,5046.92,1,0.000250282
0.7442,9.75422,5.20239,5046.92,5000,1.500741724
0.7442,9.75422,5.20239,5046.92,50000,14.77441613
0.7442,9.75422,5.20239,5046.92,100000,28.49888463
0.7442,9.75422,5.20239,5046.92,500000,121.114343
0.7442,9.75422,5.20239,5046.92,1000000,196.6515524
0.7442,9.75422,5.20239,5046.92,5000000,367.4548268
0.7442,9.75422,5.20239,5046.92,10000000,421.8809677
0.6618,10.4707,8.24292,2088.78,1,0.000172305
0.6618,10.4707,8.24292,2088.78,5000,0.858151497
0.6618,10.4707,8.24292,2088.78,50000,8.378292095
0.6618,10.4707,8.24292,2088.78,100000,16.29063415
0.6618,10.4707,8.24292,2088.78,500000,64.82579054
0.6618,10.4707,8.24292,2088.78,1000000,104.5011906
0.6618,10.4707,8.24292,2088.78,5000000,199.0340395
0.6618,10.4707,8.24292,2088.78,10000000,228.6216328
0.7516,10.3632,5.21129,5052.94,1,0.000323894
0.7516,10.3632,5.21129,5052.94,5000,1.53342209
0.7516,10.3632,5.21129,5052.94,50000,15.15364054
0.7516,10.3632,5.21129,5052.94,100000,29.11562338
0.7516,10.3632,5.21129,5052.94,500000,123.257868
0.7516,10.3632,5.21129,5052.94,1000000,199.2520617
0.7516,10.3632,5.21129,5052.94,5000000,373.9878082
0.7516,10.3632,5.21129,5052.94,10000000,430.5950961
0.7178,8.53899,7.85329,2751.44,1,0.000290084
0.7178,8.53899,7.85329,2751.44,5000,1.050158835
0.7178,8.53899,7.85329,2751.44,50000,10.42669822
0.7178,8.53899,7.85329,2751.44,100000,20.42499959
0.7178,8.53899,7.85329,2751.44,500000,85.05936536
0.7178,8.53899,7.85329,2751.44,1000000,141.9996239
0.7178,8.53899,7.85329,2751.44,5000000,285.7212247
0.7178,8.53899,7.85329,2751.44,10000000,329.4879885
0.7204,14.5915,9.55269,2309.97,1,0.000441029
0.7204,14.5915,9.55269,2309.97,5000,2.052075104
0.7204,14.5915,9.55269,2309.97,50000,18.35877046
0.7204,14.5915,9.55269,2309.97,100000,32.85113602
0.7204,14.5915,9.55269,2309.97,500000,100.7301503
0.7204,14.5915,9.55269,2309.97,1000000,152.8225842
0.7204,14.5915,9.55269,2309.97,5000000,293.5596879
0.7204,14.5915,9.55269,2309.97,10000000,337.9712192
0.576,4.15957,3.7187,642.607,1,8.58E-05
0.576,4.15957,3.7187,642.607,5000,0.331550334
0.576,4.15957,3.7187,642.607,50000,3.187442861
0.576,4.15957,3.7187,642.607,100000,6.138040409
0.576,4.15957,3.7187,642.607,500000,23.64626252
0.576,4.15957,3.7187,642.607,1000000,37.63037349
0.576,4.15957,3.7187,642.607,5000000,78.80003593
0.576,4.15957,3.7187,642.607,10000000,98.98519666
0.86,14.9209,13.2604,5140.9,1,0.000185852
0.86,14.9209,13.2604,5140.9,5000,0.704357694
0.86,14.9209,13.2604,5140.9,50000,6.985036229
0.86,14.9209,13.2604,5140.9,100000,13.86461797
0.86,14.9209,13.2604,5140.9,500000,65.1776736
0.86,14.9209,13.2604,5140.9,1000000,126.0132193
0.86,14.9209,13.2604,5140.9,5000000,448.9547086
0.86,14.9209,13.2604,5140.9,10000000,625.4893879
0.863,15.2806,14.4886,5189.2,1,0.000106201
0.863,15.2806,14.4886,5189.2,5000,0.702475024
0.863,15.2806,14.4886,5189.2,50000,6.999958512
0.863,15.2806,14.4886,5189.2,100000,13.86920242
0.863,15.2806,14.4886,5189.2,500000,65.32945551
0.863,15.2806,14.4886,5189.2,1000000,125.8386866
0.863,15.2806,14.4886,5189.2,5000000,453.3165016
0.863,15.2806,14.4886,5189.2,10000000,639.5097323
0.8496,12.1173,10.7008,3703.29,1,0.000103793
0.8496,12.1173,10.7008,3703.29,5000,0.359842171
0.8496,12.1173,10.7008,3703.29,50000,3.623232397
0.8496,12.1173,10.7008,3703.29,100000,7.23896182
0.8496,12.1173,10.7008,3703.29,500000,36.09398877
0.8496,12.1173,10.7008,3703.29,1000000,70.59947196
0.8496,12.1173,10.7008,3703.29,5000000,310.7270022
0.8496,12.1173,10.7008,3703.29,10000000,458.466891
0.6104,10.1352,6.68232,2170.52,1,0.000238825
0.6104,10.1352,6.68232,2170.52,5000,1.098470844
0.6104,10.1352,6.68232,2170.52,50000,10.48529904
0.6104,10.1352,6.68232,2170.52,100000,19.45322742
0.6104,10.1352,6.68232,2170.52,500000,70.0612751
0.6104,10.1352,6.68232,2170.52,1000000,106.0969116
0.6104,10.1352,6.68232,2170.52,5000000,190.0570849
0.6104,10.1352,6.68232,2170.52,10000000,216.8974684
0.6342,7.94214,3.31169,1067.78,1,6.71E-05
0.6342,7.94214,3.31169,1067.78,5000,0.341915312
0.6342,7.94214,3.31169,1067.78,50000,3.355471346
0.6342,7.94214,3.31169,1067.78,100000,6.549724543
0.6342,7.94214,3.31169,1067.78,500000,27.50513733
0.6342,7.94214,3.31169,1067.78,1000000,47.2412555
0.6342,7.94214,3.31169,1067.78,5000000,113.71864
0.6342,7.94214,3.31169,1067.78,10000000,144.0793433
0.6522,9.10711,7.36025,1060.59,1,3.53E-05
0.6522,9.10711,7.36025,1060.59,5000,0.225957368
0.6522,9.10711,7.36025,1060.59,50000,2.245779569
0.6522,9.10711,7.36025,1060.59,100000,4.469433301
0.6522,9.10711,7.36025,1060.59,500000,20.65838549
0.6522,9.10711,7.36025,1060.59,1000000,38.36547108
0.6522,9.10711,7.36025,1060.59,5000000,96.59634245
0.6522,9.10711,7.36025,1060.59,10000000,116.7548482
0.7812,8.78437,6.6937,3229.36,1,0.000103635
0.7812,8.78437,6.6937,3229.36,5000,0.468919985
0.7812,8.78437,6.6937,3229.36,50000,4.73233705
0.7812,8.78437,6.6937,3229.36,100000,9.43418752
0.7812,8.78437,6.6937,3229.36,500000,44.93533455
0.7812,8.78437,6.6937,3229.36,1000000,85.51006717
0.7812,8.78437,6.6937,3229.36,5000000,241.6599372
0.7812,8.78437,6.6937,3229.36,10000000,299.2772504
0.7746,14.2807,6.83408,3050.2,1,0.000114229
0.7746,14.2807,6.83408,3050.2,5000,0.541554127
0.7746,14.2807,6.83408,3050.2,50000,5.39352679
0.7746,14.2807,6.83408,3050.2,100000,10.65797984
0.7746,14.2807,6.83408,3050.2,500000,50.59506728
0.7746,14.2807,6.83408,3050.2,1000000,94.39673333
0.7746,14.2807,6.83408,3050.2,5000000,256.5950289
0.7746,14.2807,6.83408,3050.2,10000000,319.4044472
0.7706,15.0577,6.22214,3178.7,1,8.17E-05
0.7706,15.0577,6.22214,3178.7,5000,0.741269587
0.7706,15.0577,6.22214,3178.7,50000,7.426623076
0.7706,15.0577,6.22214,3178.7,100000,14.76873061
0.7706,15.0577,6.22214,3178.7,500000,67.99409912
0.7706,15.0577,6.22214,3178.7,1000000,123.2199157
0.7706,15.0577,6.22214,3178.7,5000000,292.3879566
0.7706,15.0577,6.22214,3178.7,10000000,350.5909317
0.8662,17.2398,11.9478,5633.74,1,0.000134957
0.8662,17.2398,11.9478,5633.74,5000,0.755133232
0.8662,17.2398,11.9478,5633.74,50000,7.495738341
0.8662,17.2398,11.9478,5633.74,100000,14.91757732
0.8662,17.2398,11.9478,5633.74,500000,69.87561362
0.8662,17.2398,11.9478,5633.74,1000000,134.9473416
0.8662,17.2398,11.9478,5633.74,5000000,489.8265196
0.8662,17.2398,11.9478,5633.74,10000000,707.7429876
0.7866,11.9719,10.5497,4463.64,1,0.000211321
0.7866,11.9719,10.5497,4463.64,5000,1.01201163
0.7866,11.9719,10.5497,4463.64,50000,9.903972078
0.7866,11.9719,10.5497,4463.64,100000,19.31337349
0.7866,11.9719,10.5497,4463.64,500000,81.88505222
0.7866,11.9719,10.5497,4463.64,1000000,143.4110479
0.7866,11.9719,10.5497,4463.64,5000000,381.1635362
0.7866,11.9719,10.5497,4463.64,10000000,483.8659053
0.6656,10.258,6.23412,2797.96,1,0.000212164
0.6656,10.258,6.23412,2797.96,5000,1.213092415
0.6656,10.258,6.23412,2797.96,50000,11.53771051
0.6656,10.258,6.23412,2797.96,100000,21.46940307
0.6656,10.258,6.23412,2797.96,500000,81.89703425
0.6656,10.258,6.23412,2797.96,1000000,130.321144
0.6656,10.258,6.23412,2797.96,5000000,252.0935195
0.6656,10.258,6.23412,2797.96,10000000,290.6506906
0.701,15.4153,6.04579,2212.97,1,0.000165834
0.701,15.4153,6.04579,2212.97,5000,0.870252276
0.701,15.4153,6.04579,2212.97,50000,8.262931517
0.701,15.4153,6.04579,2212.97,100000,15.28741218
0.701,15.4153,6.04579,2212.97,500000,50.57161016
0.701,15.4153,6.04579,2212.97,1000000,77.35688016
0.701,15.4153,6.04579,2212.97,5000000,181.6336924
0.701,15.4153,6.04579,2212.97,10000000,229.8318014
0.7268,9.98256,7.27933,2676.71,1,1.89E-05
0.7268,9.98256,7.27933,2676.71,5000,0.193686467
0.7268,9.98256,7.27933,2676.71,50000,1.926870297
0.7268,9.98256,7.27933,2676.71,100000,3.863318592
0.7268,9.98256,7.27933,2676.71,500000,18.93475323
0.7268,9.98256,7.27933,2676.71,1000000,36.36543672
0.7268,9.98256,7.27933,2676.71,5000000,137.9515421
0.7268,9.98256,7.27933,2676.71,10000000,196.7070867
0.6094,7.89373,4.43058,1277.23,1,0.000198861
0.6094,7.89373,4.43058,1277.23,5000,0.903567185
0.6094,7.89373,4.43058,1277.23,50000,8.678110028
0.6094,7.89373,4.43058,1277.23,100000,16.39534032
0.6094,7.89373,4.43058,1277.23,500000,57.34699335
0.6094,7.89373,4.43058,1277.23,1000000,81.56038296
0.6094,7.89373,4.43058,1277.23,5000000,134.3298473
0.6094,7.89373,4.43058,1277.23,10000000,159.2510762
0.7722,10.9388,6.90793,3408.24,1,0.000216442
0.7722,10.9388,6.90793,3408.24,5000,0.924311
0.7722,10.9388,6.90793,3408.24,50000,8.789348256
0.7722,10.9388,6.90793,3408.24,100000,16.75362963
0.7722,10.9388,6.90793,3408.24,500000,66.28142829
0.7722,10.9388,6.90793,3408.24,1000000,116.1102104
0.7722,10.9388,6.90793,3408.24,5000000,288.5266923
0.7722,10.9388,6.90793,3408.24,10000000,349.0349159
0.738,10.5541,4.56253,3503.12,1,0.000232613
0.738,10.5541,4.56253,3503.12,5000,0.920375596
0.738,10.5541,4.56253,3503.12,50000,9.098369229
0.738,10.5541,4.56253,3503.12,100000,17.40323368
0.738,10.5541,4.56253,3503.12,500000,79.81232757
0.738,10.5541,4.56253,3503.12,1000000,139.3223707
0.738,10.5541,4.56253,3503.12,5000000,300.8433774
0.738,10.5541,4.56253,3503.12,10000000,349.3152553
0.7282,10.0324,7.42233,2962.88,1,0.000130865
0.7282,10.0324,7.42233,2962.88,5000,0.623822058
0.7282,10.0324,7.42233,2962.88,50000,6.19101558
0.7282,10.0324,7.42233,2962.88,100000,12.3343564
0.7282,10.0324,7.42233,2962.88,500000,57.03308724
0.7282,10.0324,7.42233,2962.88,1000000,104.0617837
0.7282,10.0324,7.42233,2962.88,5000000,260.2246971
0.7282,10.0324,7.42233,2962.88,10000000,317.6746045
0.6396,11.6396,10.7635,1693.37,1,0.000173155
0.6396,11.6396,10.7635,1693.37,5000,0.814824542
0.6396,11.6396,10.7635,1693.37,50000,8.096676273
0.6396,11.6396,10.7635,1693.37,100000,16.0703609
0.6396,11.6396,10.7635,1693.37,500000,69.52566956
0.6396,11.6396,10.7635,1693.37,1000000,115.3915293
0.6396,11.6396,10.7635,1693.37,5000000,216.2416773
0.6396,11.6396,10.7635,1693.37,10000000,246.8869732
0.6084,10.3381,9.26479,978.616,1,0.000522334
0.6084,10.3381,9.26479,978.616,5000,2.454032002
0.6084,10.3381,9.26479,978.616,50000,14.25734386
0.6084,10.3381,9.26479,978.616,100000,20.35638705
0.6084,10.3381,9.26479,978.616,500000,48.19347325
0.6084,10.3381,9.26479,978.616,1000000,71.13881227
0.6084,10.3381,9.26479,978.616,5000000,124.6468107
0.6084,10.3381,9.26479,978.616,10000000,139.996007
0.5892,8.30737,6.78194,1906.3,1,0.000480111
0.5892,8.30737,6.78194,1906.3,5000,2.50423862
0.5892,8.30737,6.78194,1906.3,50000,22.45026089
0.5892,8.30737,6.78194,1906.3,100000,40.1123584
0.5892,8.30737,6.78194,1906.3,500000,111.053504
0.5892,8.30737,6.78194,1906.3,1000000,145.8958723
0.5892,8.30737,6.78194,1906.3,5000000,208.5533454
0.5892,8.30737,6.78194,1906.3,10000000,225.2934169
0.6376,8.79938,7.37416,582.391,1,9.69E-06
0.6376,8.79938,7.37416,582.391,5000,0.080629899
0.6376,8.79938,7.37416,582.391,50000,0.794983839
0.6376,8.79938,7.37416,582.391,100000,1.564621955
0.6376,8.79938,7.37416,582.391,500000,7.118965141
0.6376,8.79938,7.37416,582.391,1000000,12.87663989
0.6376,8.79938,7.37416,582.391,5000000,37.7151338
0.6376,8.79938,7.37416,582.391,10000000,48.92114391
0.6326,7.09794,6.73731,1073.26,1,8.27E-05
0.6326,7.09794,6.73731,1073.26,5000,0.54984968
0.6326,7.09794,6.73731,1073.26,50000,5.189317846
0.6326,7.09794,6.73731,1073.26,100000,9.642173567
0.6326,7.09794,6.73731,1073.26,500000,34.9724514
0.6326,7.09794,6.73731,1073.26,1000000,52.26943093
0.6326,7.09794,6.73731,1073.26,5000000,91.56422372
0.6326,7.09794,6.73731,1073.26,10000000,105.2388717
0.7296,10.2957,8.38587,2489.54,1,6.51E-05
0.7296,10.2957,8.38587,2489.54,5000,0.373153888
0.7296,10.2957,8.38587,2489.54,50000,3.694891997
0.7296,10.2957,8.38587,2489.54,100000,7.341352912
0.7296,10.2957,8.38587,2489.54,500000,34.21387812
0.7296,10.2957,8.38587,2489.54,1000000,64.83507428
0.7296,10.2957,8.38587,2489.54,5000000,192.1774673
0.7296,10.2957,8.38587,2489.54,10000000,244.0600989
0.759,16.2089,7.16155,3560.7,1,0.000251521
0.759,16.2089,7.16155,3560.7,5000,1.242916685
0.759,16.2089,7.16155,3560.7,50000,12.29172882
0.759,16.2089,7.16155,3560.7,100000,23.64661219
0.759,16.2089,7.16155,3560.7,500000,105.9788466
0.759,16.2089,7.16155,3560.7,1000000,178.141077
0.759,16.2089,7.16155,3560.7,5000000,374.8699315
0.759,16.2089,7.16155,3560.7,10000000,437.5916426
0.781,15.9584,6.79866,4596.76,1,0.000264853
0.781,15.9584,6.79866,4596.76,5000,1.332674978
0.781,15.9584,6.79866,4596.76,50000,13.18744223
0.781,15.9584,6.79866,4596.76,100000,25.40669897
0.781,15.9584,6.79866,4596.76,500000,118.2273643
0.781,15.9584,6.79866,4596.76,1000000,206.2383221
0.781,15.9584,6.79866,4596.76,5000000,453.6203144
0.781,15.9584,6.79866,4596.76,10000000,529.6812035
0.7774,16.1552,7.17077,4325.17,1,0.000338423
0.7774,16.1552,7.17077,4325.17,5000,1.341718059
0.7774,16.1552,7.17077,4325.17,50000,13.29846558
0.7774,16.1552,7.17077,4325.17,100000,25.64804894
0.7774,16.1552,7.17077,4325.17,500000,118.8716692
0.7774,16.1552,7.17077,4325.17,1000000,206.1780388
0.7774,16.1552,7.17077,4325.17,5000000,454.5783233
0.7774,16.1552,7.17077,4325.17,10000000,532.1393491
0.7842,15.9383,10.4935,3712.18,1,0.000252781
0.7842,15.9383,10.4935,3712.18,5000,1.30414565
0.7842,15.9383,10.4935,3712.18,50000,12.34831179
0.7842,15.9383,10.4935,3712.18,100000,22.99768805
0.7842,15.9383,10.4935,3712.18,500000,87.93726687
0.7842,15.9383,10.4935,3712.18,1000000,142.9911152
0.7842,15.9383,10.4935,3712.18,5000000,328.9159764
0.7842,15.9383,10.4935,3712.18,10000000,405.5821288
0.7646,8.54706,6.43178,4104.38,1,0.000216597
0.7646,8.54706,6.43178,4104.38,5000,0.957675567
0.7646,8.54706,6.43178,4104.38,50000,9.441896053
0.7646,8.54706,6.43178,4104.38,100000,18.60178147
0.7646,8.54706,6.43178,4104.38,500000,81.79915287
