Pressure (Pa),VF,LCD (Å),PLD (Å),SA (m2/g )
100,0.7888,18.9473,10.5132,1780.61
1000000,0.588,7.73482,5.71785,1668.18
1000000,0.7888,18.9473,10.5132,1780.61
5000000,0.6374,8.83948,6.75629,1942.98
5000000,0.6672,10.8762,5.2726,2303.05
5000000,0.8026,12.651,8.2906,4503.64
1000000,0.6396,10.1434,9.60102,2387.1
1000000,0.7174,8.05446,5.26641,3656.15
100000,0.715,11.3777,5.00759,3392.15
1000000,0.8176,14.2106,13.622,4254.04
1000,0.8324,37.3405,13.0059,4240.94
10000000,0.5562,10.0702,9.94208,844.843
1,0.86,24.1144,19.5628,2772.25
10000,0.8486,20.2584,8.96976,3799.24
1000,0.8486,20.2584,8.96976,3799.24
1000000,0.6178,6.81125,6.65142,1337.02
40000,0.7036,11.2634,10.7991,2166.48
50000,0.7746,12.0734,5.35338,5223.93
500000,0.2296,3.46694,2.90192,1.50744
10000000,0.7208,12.117,9.08074,2933.88
10000000,0.5528,5.63288,5.50957,1443.46
1,0.8346,19.4749,13.2777,3753.89
10000000,0.3434,5.12695,2.42803,134.352
100000,0.8426,24.2826,10.2733,4760.85
10000000,0.8104,15.0265,7.9821,3702.8
10000000,0.6948,12.2921,5.40077,2494.16
1000000,0.607,5.62483,3.84836,2193.65
40000,0.482,7.09051,6.95471,1134.87
100000,0.7474,13.2648,11.3344,3898.11
5000000,0.815,13.7968,9.90606,3871.6
10000000,0.644,8.67819,7.37101,2345.44
10000000,0.7478,11.4636,8.17134,2794.23
5000000,0.7562,17.9252,17.514,2738.65
5000000,0.7746,15.7759,8.21654,3620.44
5000000,0.7794,13.5499,9.13066,3143.05
40000,0.7602,10.5831,9.90235,3530.9
1000000,0.6824,9.96651,8.62113,2093.13
5000000,0.7364,9.94144,7.33631,2503.93
5000000,0.7358,9.94924,7.55081,2505.16
500,0.6876,15.9397,5.38602,1090.53
5000000,0.7936,15.6144,13.7184,4945.62
10000000,0.618,4.49645,4.20268,968.088
10000000,0.5384,8.53124,8.3704,885.95
5000000,0.745,15.7146,10.8658,3234.44
5000000,0.7052,5.63215,4.41962,4008.23
1000000,0.69,8.52599,5.82023,2699.16
10000000,0.6598,5.20725,4.43194,1749.5
10000000,0.6596,15.3734,3.88956,2031.12
1000000,0.651,12.7788,12.0274,874.57
40,0.5716,12.9623,9.06013,1055.4
5000000,0.5806,6.30774,2.50843,1192.34
20,0.5716,12.9623,9.06013,1055.4
500,0.472,15.165,5.42937,1267.64
50,0.4314,4.35737,3.84524,736.915
100,0.4314,4.35737,3.84524,736.915
5000000,0.7778,21.1029,10.0936,3727.96
1000000,0.6332,7.68408,4.67009,1668.03
5000000,0.7504,12.1554,11.6975,2987.95
10000000,0.619,9.48553,8.8403,1139.94
5000000,0.8696,18.7144,16.1732,3824.31
10000000,0.671,17.5449,10.0085,1776.55
5000000,0.7682,13.5521,8.93511,3881.87
10000000,0.6474,11.2124,6.77529,1944.91
10000000,0.6634,8.33476,5.09032,2034.91
5000000,0.7816,24.1004,7.53546,3431.26
1000000,0.813,12.082,9.91355,4692.86
1000000,0.6752,9.81174,6.0117,2196.89
10000000,0.7306,9.97626,6.15688,3030.79
1000,0.8816,28.6652,11.5377,5712.98
5000000,0.8336,18.755,13.3791,3463.71
5000000,0.776,14.11,7.45371,3968.58
1000000,0.7042,5.49146,4.83933,3697.22
10000000,0.7488,8.24371,5.76486,3608.25
5000000,0.7668,11.861,5.70578,3190.97
10000000,0.4534,7.3989,7.10265,296.677
1,0.7454,17.6553,16.4347,1386.05
1,0.7452,17.6553,16.4347,1388.55
500,0.7026,15.1422,13.4436,2579.28
40000,0.6956,19.7987,19.3368,1714.37
5000,0.455,9.53782,8.62412,387.91
1000000,0.7224,15.2608,10.8434,2313.57
500,0.653,5.20436,4.63461,1243.27
500,0.781,16.0531,15.7898,3838.8
10000000,0.601,8.83929,3.81491,1744.33
40000,0.6154,20.181,6.8654,1339.15
10000000,0.696,13.0545,5.12975,2735.39
10000000,0.7076,9.73279,7.22908,2741.43
5000000,0.7302,16.3928,6.7436,2482.75
1000000,0.6404,11.9689,11.0672,1648.51
50000,0.7024,13.2874,7.77882,2518.43
5000000,0.8054,19.7952,10.4782,3486.86
10000000,0.438,7.39284,4.83476,448.345
100000,0.7776,13.6671,9.63813,3346.47
1000000,0.7516,13.5144,6.53331,3421.44
1000000,0.8028,11.3341,8.20992,5169.29
10000000,0.6654,11.3284,10.2647,2190.38
5000,0.8506,36.7876,36.4331,3019.95
1000000,0.6452,10.1511,7.28168,2213.91
1000000,0.7528,11.8292,9.14708,2985.28
1,0.7876,17.0823,7.88152,2892.17
1000000,0.6376,9.47366,7.57886,1909.88
500000,0.473,5.3188,3.97632,1089.78
1000000,0.674,16.0348,3.9849,2332.52
1000000,0.7416,10.982,6.35591,3480.81
10000000,0.7516,13.2791,8.89146,2781.99
500,0.7082,10.7884,9.81151,1033.55
5000000,0.7822,20.1712,6.28286,3773.78
50000,0.772,16.7889,16.7175,1925.59
1000000,0.7244,10.3802,8.73539,1478.37
100000,0.722,16.1602,9.89287,2357.36
5000000,0.8002,18.8394,7.96401,4071.57
50000,0.7556,8.87764,7.99015,4521.13
10000000,0.351,5.83331,5.05627,140.76
5000000,0.722,16.1602,9.89287,2357.36
1000000,0.781,8.86764,6.4582,3759.41
1000000,0.6954,7.24131,5.09073,2885.23
1000000,0.5322,9.07531,8.9508,532.875
5000000,0.6734,9.00116,4.32918,2551.28
100000,0.5938,9.95042,3.2912,1408.34
5000000,0.7134,9.07609,4.33235,2255.9
1000000,0.5932,10.2315,2.96242,1250.22
5000000,0.7214,18.6369,3.90699,2868.16
1000,0.6286,10.9458,5.16973,2050.73
5000000,0.7204,6.60032,5.32777,2228.08
1000000,0.6216,10.2895,6.13196,1803.06
10000000,0.609,6.6968,4.95321,1121.5
5000000,0.6062,5.4946,5.30289,1868.31
40000,0.5042,4.14214,4.05323,537.692
1000000,0.6708,5.60589,3.69448,1406.63
10000000,0.585,10.2885,9.36955,1368.32
5000000,0.7148,10.7893,9.42624,2914.72
5000000,0.7504,10.555,6.2941,4181.84
100000,0.6688,5.52925,4.85253,2983.81
5000000,0.6628,7.04016,6.80377,2722.98
500000,0.575,11.6148,4.31195,593.364
5000,0.8336,18.755,13.3791,3463.71
10000000,0.7696,10.8417,6.54754,3656.2
100000,0.7486,15.7407,14.8786,2742.03
500,0.814,22.4897,11.5568,4398.73
5000000,0.7608,8.90548,6.79186,4334.67
5000000,0.8096,15.0513,7.94511,3880.01
10000000,0.7376,11.8886,6.57125,3280.21
50000,0.5272,5.1864,4.84916,1266.19
100000,0.7082,14.3729,4.52414,2756.36
500000,0.6904,12.5028,5.7361,2652.93
5000000,0.7554,13.9366,8.23046,2909.44
1000000,0.7034,7.76168,6.6264,3807.52
10000000,0.5632,8.10583,6.88134,640.812
100000,0.5972,13.1595,6.68014,1390.78
1000,0.8308,21.1368,18.3383,1489.85
5000000,0.6786,10.5745,7.52574,2521.41
500000,0.6752,11.6463,2.646,1685.21
100000,0.7064,12.1419,7.10734,3308.64
100000,0.787,15.5563,9.00897,3941.72
10000000,0.7256,9.40538,8.82837,2969.47
10000,0.616,13.518,2.67027,1186.78
5000000,0.719,10.1502,8.70819,3672.63
10000000,0.6882,10.6865,9.07282,2194.57
10000000,0.6628,9.05505,5.17643,2612.77
10000000,0.7202,9.80506,5.54909,3363.25
1000000,0.6778,7.0595,6.90616,2110.66
5000000,0.811,18.3386,11.3142,2944.33
5000000,0.8008,11.5302,8.55287,3633.67
5000000,0.7232,7.77175,4.5942,3127.75
500000,0.8362,15.4937,14.2536,2996.23
1000000,0.4548,8.83128,4.93156,696.779
10000000,0.6404,8.28155,3.70267,1935.83
5000000,0.7212,13.1432,8.49712,3638.73
1000000,0.666,4.67101,3.44264,2690.15
100000,0.7948,13.8531,6.75838,4060.62
10000000,0.7002,9.90063,6.53329,3276.15
100000,0.6286,10.9458,5.16973,2050.73
100000,0.759,16.2089,7.16155,3560.7
5000000,0.7576,9.30653,7.96955,3878.82
500,0.8648,20.246,8.58384,5368.02
10000000,0.642,11.6138,3.82654,1738.35
100000,0.6948,16.889,3.72632,2558.73
1,0.7968,28.2177,27.5597,3082.47
5000000,0.742,13.3702,12.1012,3450.5
1000000,0.5174,6.55761,6.38772,985.194
100,0.778,13.3149,6.32995,5688.77
10000000,0.7262,11.358,8.5918,3176.61
1000000,0.77,13.1091,11.5975,3959.36
10000000,0.6082,8.35438,6.74513,1298.27
1000000,0.8166,14.7455,10.548,4068.08
10000000,0.5814,7.44579,3.94305,1661.47
10000000,0.6028,8.0106,6.50203,1403.83
1000000,0.6666,17.3855,6.83963,2163.48
1000000,0.7898,11.39,7.08849,4228.07
500000,0.5798,5.10059,4.42412,1643.94
1000000,0.5858,4.43208,4.25139,1225.81
10000000,0.6916,7.01269,5.15498,1630.59
1000000,0.5694,4.77594,4.10655,476.077
1000000,0.5662,4.77323,4.07807,452.176
5000000,0.6314,4.61683,4.05372,1541.85
1000000,0.5964,4.8768,4.71272,615.106
1000000,0.576,4.84717,4.36591,623.859
1000000,0.5986,7.28051,2.53927,920.797
5000000,0.6222,10.4826,4.17052,1312.05
5000000,0.8104,15.9496,10.3936,4229.57
10000000,0.5128,6.5953,3.20621,1024.27
10000000,0.6982,13.3554,4.52002,2257.67
5000000,0.8228,17.6862,16.7388,2970.22
50000,0.7504,12.1554,11.6975,2987.95
10000000,0.6808,10.4706,5.58858,2684.51
10000000,0.7154,8.20803,5.81249,2613.87
5000000,0.7818,12.559,10.1499,3729.68
5000000,0.6956,19.7987,19.3368,1714.37
1000000,0.7412,9.7414,9.14394,2942.66
5000000,0.71,10.6707,8.77989,2439.99
1000,0.6102,8.02063,3.18,1702.97
1000,0.9392,42.7982,24.2406,6405.57
5000000,0.7606,11.9191,9.14993,3725.41
1000000,0.822,20.5167,7.7477,4763.89
10000000,0.6522,9.10711,7.36025,1060.59
500000,0.6376,8.79938,7.37416,582.391
1000000,0.5074,8.97986,3.15204,868.073
5000000,0.7538,13.9402,7.42068,3344.77
10000,0.8736,22.824,13.4901,4829.51
5000000,0.7948,13.8531,6.75838,4060.62
5000000,0.7544,13.2105,7.45311,3437.92
50,0.7196,20.6868,7.65386,1639.33
50000,0.7722,10.9388,6.90793,3408.24
40000,0.6526,13.1084,3.92348,2137.62
50000,0.6526,13.1084,3.92348,2137.62
10000000,0.7186,13.279,6.89092,2305.8
1000000,0.7266,10.3019,9.48231,2228.36
1000,0.7172,10.5583,7.30371,3948.21
5000000,0.6734,5.63389,5.12978,2345.38
10000000,0.6602,11.5892,10.4703,1595.09
5000000,0.6702,5.65834,5.15011,2419.17
5000000,0.686,8.77466,8.24178,1761.97
100000,0.6102,8.02063,3.18,1702.97
500,0.8856,17.2951,15.3322,5193.45
10000000,0.6492,9.06042,4.04226,1380.77
40000,0.603,10.3936,10.2779,1305.96
40000,0.6718,8.6673,3.18545,1511.09
100000,0.5472,4.86654,3.68424,1725.78
10000000,0.707,9.69532,8.17838,2544.41
10000000,0.7038,9.66456,8.22981,2525.84
10000000,0.7424,10.0744,8.56931,3337.82
1000000,0.7542,13.1918,11.6296,3285.68
100000,0.5098,4.48146,2.72753,757.783
100000,0.5306,4.6846,2.81125,802.358
500000,0.499,5.01183,3.05048,866.657
1000000,0.6424,10.5753,5.75707,1203.6
100000,0.5452,4.53803,2.66232,796.289
10000000,0.6946,7.06957,4.91595,2750.98
5000000,0.7774,20.4608,11.4837,2900.02
1000000,0.796,12.8399,7.4101,4506.73
100000,0.738,9.02635,7.37185,2734.89
100000,0.7912,24.4406,23.6272,2839.17
5000000,0.69,9.98876,6.23965,2778.01
5000000,0.7732,10.2655,8.18203,2985.1
5000000,0.6746,9.78266,6.59544,1654.33
5000000,0.6978,10.2398,6.40536,2482.13
5000000,0.674,9.79433,6.58571,1677.58
10000000,0.613,11.1144,9.75442,1285.39
5000,0.8038,16.1525,9.49143,4878.38
5000000,0.753,18.8079,13.7187,2463.35
5000000,0.7656,16.2479,12.9684,3627.92
5000000,0.622,10.4621,5.43474,1813.88
5000000,0.7876,17.0823,7.88152,2892.17
10000000,0.5806,6.87778,6.50668,976.807
500,0.8076,25.6894,25.4389,1510.5
10000000,0.5884,10.4291,4.04603,926.981
5000000,0.7792,23.8744,6.75259,3316.52
5000000,0.642,9.88279,8.82764,2044.3
5000000,0.7264,10.814,5.19047,2386.06
10000000,0.502,6.55458,2.45482,607.627
5000000,0.7354,11.238,5.9406,4045.89
5000000,0.7922,11.7936,5.96806,5217.08
5000000,0.7702,12.7273,10.7592,4134.76
1000000,0.783,18.0651,7.13825,3701.13
100000,0.7644,13.98,12.8757,3848.36
10000000,0.5914,6.26548,5.9824,1587.46
10000000,0.6598,8.29809,6.85068,2605.68
10000000,0.6454,9.01677,8.0299,1966.39
50,0.7844,16.3794,5.99724,4587.82
5000000,0.6882,11.7254,11.1967,1974.24
1000000,0.734,8.60682,7.88912,3326.3
100000,0.6388,11.6655,8.26406,1476.44
10000000,0.7784,13.7643,6.67603,3693.76
10000000,0.654,7.03254,5.77219,2072.42
1000000,0.6824,13.5559,7.04166,1824.95
50000,0.735,13.8976,5.51402,2291.93
1000,0.677,12.8528,10.8845,2574.56
5000000,0.7742,10.9554,5.36113,5153.6
1000000,0.7,6.42929,6.08998,4281.71
1000000,0.4492,7.33038,5.85474,492.799
100000,0.8016,21.5575,10.3834,3544.68
500000,0.539,6.81302,4.75487,1436.63
1000000,0.701,6.21978,5.55178,2776.54
10000000,0.6618,10.4707,8.24292,2088.78
1000000,0.7142,11.0389,6.32706,2799.67
40000,0.822,20.5167,7.7477,4763.89
50000,0.8496,12.1173,10.7008,3703.29
1000000,0.6796,6.01151,4.33549,2762.41
10000000,0.6962,6.59798,4.14111,1785.8
10000000,0.5736,8.93435,3.48006,1307.68
1000000,0.4034,6.01227,2.87459,365.794
5000000,0.7686,13.7857,6.83219,3970.91
1000000,0.6806,11.2608,5.01855,2422.64
5000000,0.8042,9.16234,8.82724,4060.77
10000000,0.5102,5.22922,5.1443,577.454
10000000,0.5542,7.8514,5.72034,569.831
10000000,0.7402,15.486,6.62234,2927.8
100000,0.7326,8.3495,5.13588,5084.98
40,0.7298,14.4705,3.66339,2193.69
5000000,0.7494,15.4379,6.70397,3206.84
5000000,0.8126,21.9666,7.7864,3146.28
50,0.7298,14.4705,3.66339,2193.69
1000000,0.664,12.1258,5.64086,1826.57
5000000,0.79,19.3732,6.76945,3797.39
10000000,0.5798,4.2096,4.02928,962.531
5000000,0.64,9.22988,5.76129,2238.66
5000000,0.7248,12.328,5.95231,2820.29
10000000,0.7104,6.47441,4.48765,3252
5000000,0.7136,9.81772,5.95471,3581.56
5000000,0.7086,11.8085,11.569,2622.33
1,0.6792,4.54107,3.68666,5060.73
1000000,0.7634,10.368,5.68179,5182.06
5000000,0.6596,10.1516,5.15951,1428.11
1000000,0.5918,5.93474,4.94123,1997.73
5000000,0.8114,13.1878,9.81049,4657.62
1000000,0.6734,12.3701,6.46344,858.806
5000000,0.7544,11.0202,7.37075,3609.3
1000000,0.6436,7.75339,4.84522,2406.8
1000000,0.653,5.20436,4.63461,1243.27
1000000,0.6442,5.97637,5.66826,2405.35
1000,0.7706,15.8468,15.7515,2109.7
40000,0.3872,5.03463,4.22302,498.75
1000000,0.7478,9.59326,6.44061,4333.14
5000000,0.7494,8.83143,6.21194,3920.45
20,0.8662,17.2398,11.9478,5633.74
5000,0.7656,16.1767,10.5086,2157.11
50000,0.6576,5.03218,4.49412,2117.34
100000,0.6656,10.258,6.23412,2797.96
5000000,0.6872,8.26869,5.10695,3286.83
10000000,0.7222,8.5131,5.3048,4301.52
5000000,0.7384,10.7323,5.84434,3305.42
1000000,0.6812,14.2327,4.75487,2400.93
100000,0.6174,6.68041,4.65647,2707.64
100000,0.4578,4.84155,4.68679,569.206
1,0.7354,7.32111,5.46808,1734.34
10000000,0.5252,8.61002,3.76636,691.414
100000,0.8844,27.5106,14.8846,5099.19
5000000,0.6886,9.56221,8.33336,2759.91
5000000,0.7296,9.09166,6.13483,2943.87
1000,0.8176,14.2106,13.622,4254.04
40000,0.863,15.2806,14.4886,5189.2
50000,0.8698,14.3167,13.3795,4748.26
10000000,0.7056,8.81434,4.17837,1923.56
5000000,0.742,12.9079,5.24047,2984.72
100000,0.7206,15.0918,9.842,2858.85
5000000,0.6108,12.3873,7.83288,1771.12
10000000,0.547,5.05393,2.87926,1259.43
100000,0.7538,13.9402,7.42068,3344.77
5000000,0.488,8.10881,7.62421,617.157
1,0.4462,3.36289,2.46714,0.667566
100000,0.8756,18.7842,14.8946,4996.42
5000,0.7816,24.1004,7.53546,3431.26
1000000,0.601,8.83929,3.81491,1744.33
10000000,0.6086,8.84143,7.37067,1847.76
5000000,0.6924,10.225,9.4107,3144.66
1000000,0.5984,7.62911,3.95603,1922.93
5000000,0.6712,8.32489,6.77668,2266.71
5000000,0.6076,9.14668,4.74188,1746.25
5000000,0.5892,9.17575,5.94989,1609.25
5000000,0.8328,21.8234,9.06966,4647.28
5000000,0.7082,14.3729,4.52414,2756.36
10000000,0.7344,15.5271,9.99848,2302.22
1000000,0.7806,19.4865,7.36184,3750.66
5000000,0.715,11.3777,5.00759,3392.15
5000000,0.7776,13.6671,9.63813,3346.47
1,0.677,12.8528,10.8845,2574.56
5000000,0.7794,15.8149,13.6198,3148.79
1000000,0.722,9.2615,6.75088,3710.38
1000000,0.764,10.5688,5.12331,3286.2
100000,0.644,8.67819,7.37101,2345.44
10000000,0.697,9.63817,7.84231,1961.09
1000000,0.7324,12.7076,7.22422,2375.84
10000000,0.6792,9.54146,5.39642,2259.69
1000000,0.712,15.5822,9.65924,2162.91
10000000,0.546,6.806,6.26285,1381.18
500,0.5972,13.1595,6.68014,1390.78
1000000,0.776,14.11,7.45371,3968.58
1,0.6876,15.2363,7.95854,1219.76
1000000,0.5972,11.038,8.53557,1256.69
5000000,0.775,11.1955,6.07261,5122.32
10000000,0.6772,5.97609,4.07891,2602.36
1000000,0.5242,4.98366,4.55513,1028.34
40000,0.6388,14.3322,5.62688,1566.13
5000000,0.564,9.34267,6.30544,1019.56
1000000,0.5864,4.35255,2.41172,500.521
1000000,0.7,8.83543,4.89469,4918.23
5000000,0.7924,8.53005,6.74275,4908.1
10000,0.6542,17.3694,5.40179,1447.48
10000,0.6532,17.2644,5.3381,1443
50000,0.6224,14.0028,4.06192,1098.71
100000,0.5634,6.21611,2.98199,1111.27
40000,0.6224,14.0028,4.06192,1098.71
10000000,0.5492,6.90366,2.45763,1011.87
10000,0.451,7.37355,2.51949,406.252
500,0.745,15.7146,10.8658,3234.44
100,0.745,15.7146,10.8658,3234.44
100000,0.8122,13.9045,9.65699,4982.37
100000,0.719,10.1502,8.70819,3672.63
1000000,0.821,20.3771,9.90922,3653.11
5000,0.6376,8.79938,7.37416,582.391
20,0.8428,22.4236,6.86083,4453.33
100,0.5524,6.24779,5.74251,440.455
500,0.547,5.05393,2.87926,1259.43
1000,0.547,5.05393,2.87926,1259.43
5000000,0.7418,17.6536,14.4198,2620.78
500,0.753,18.8079,13.7187,2463.35
1000000,0.6646,8.47974,5.36674,2045.13
500,0.5678,6.32724,4.08141,2190.65
5000000,0.8486,20.2584,8.96976,3799.24
5000000,0.6812,10.7211,2.6119,1538.92
5000000,0.5236,7.01968,3.83495,1201.98
500,0.779,7.63453,6.61136,5185.13
100000,0.6264,9.50738,3.99435,2040.4
5000000,0.6848,11.2506,10.3017,2393.32
1000000,0.7008,7.43152,6.20566,2836.45
1000000,0.7906,14.4312,13.2845,3074.04
100000,0.7906,14.4312,13.2845,3074.04
5000000,0.7756,19.7171,10.8356,2683.42
50000,0.7778,18.3193,17.5552,1454.47
5000000,0.666,10.7217,9.5428,1496.5
1000000,0.6968,4.795,4.07473,2368.6
5000000,0.7026,15.1422,13.4436,2579.28
1000000,0.6074,13.7392,3.23464,1428.84
1000000,0.7014,12.5357,7.27061,2801.34
1000000,0.7986,9.31104,7.31301,3136.45
5000000,0.7532,12.3721,6.12785,3902.93
5000000,0.767,12.6138,8.71559,3357.77
5000000,0.7442,15.0496,5.6073,2720.81
500000,0.4948,7.82098,6.43142,912.782
10000000,0.7906,9.47139,8.23796,3574.65
100000,0.8222,15.8333,12.7086,4151.64
1000000,0.695,13.0808,12.3802,2031.14
10000000,0.7026,10.514,7.06946,3097.05
1000000,0.7082,12.14,5.49468,2142.5
5000000,0.6578,6.43933,5.37715,1242.81
5000000,0.6112,10.1011,9.89769,1472.72
100000,0.7876,17.0823,7.88152,2892.17
10000000,0.6648,7.38507,6.83905,1251.69
10000000,0.7298,6.86275,5.39635,2702.61
1000000,0.8106,13.0404,10.5352,3857.25
5000000,0.8378,15.3841,14.1862,3295.43
10000000,0.5988,6.68993,4.69904,630.96
5000000,0.6642,7.05179,4.74765,2753.93
5000000,0.4638,5.77607,2.92863,599.706
10000000,0.7494,12.6394,6.49016,3325.96
1000000,0.7146,9.26829,6.21673,3181.91
10000000,0.588,7.73482,5.71785,1668.18
10000000,0.541,5.12474,2.53461,382.743
10000000,0.7174,8.05446,5.26641,3656.15
1000000,0.336,5.01673,3.67388,292.911
1000000,0.611,8.57419,8.06777,1850.4
5000000,0.734,14.8752,10.1053,2609.18
10000000,0.601,4.21154,3.07955,790.553
1000000,0.4758,7.2326,3.56865,311.51
500000,0.689,10.5058,8.82117,2469.74
5000000,0.6948,16.889,3.72632,2558.73
5000000,0.7426,9.92256,5.8874,3966.07
50000,0.628,13.1592,12.3614,1209.47
10000000,0.7392,8.11263,5.64009,4051.63
40000,0.628,13.1592,12.3614,1209.47
10000000,0.6942,11.5359,5.50716,2191.92
10000000,0.7268,8.28524,6.29263,2024.34
500000,0.7292,11.5066,8.6404,3302.41
1000000,0.7024,8.86151,4.15241,2553.18
1000000,0.7292,11.5066,8.6404,3302.41
50000,0.7372,6.25402,4.56727,4761.4
40000,0.6572,17.3911,9.80191,1657.09
1000000,0.7618,16.5457,6.7257,2962.95
100000,0.6138,7.62702,5.92083,2022.46
10000000,0.6382,7.20254,4.1628,2226.26
100,0.868,21.0952,19.2468,4251.56
10000000,0.639,8.64942,5.76711,1059.23
1000000,0.7614,18.775,6.41603,3636.25
10000000,0.5382,6.79283,5.1354,1113.94
5000000,0.6902,17.0677,7.18297,2244.29
10000000,0.7086,11.2529,8.38573,1706.59
10000000,0.7422,11.9211,6.99954,2565.84
10000000,0.7588,16.8437,16.7642,1965.54
1000,0.7948,13.8531,6.75838,4060.62
10000,0.5764,10.4024,4.28813,1315
50000,0.8286,18.8677,11.8721,4288.89
5000000,0.757,12.6574,11.15,3462.47
10000000,0.6092,11.0642,8.02745,1630.9
1000000,0.6852,8.11946,6.79716,3111.44
10000000,0.7144,10.5945,5.69918,3192.89
1,0.8498,13.5278,8.78691,5095.35
5000000,0.734,9.09863,5.59872,4348.79
5000000,0.6994,11.6929,6.93274,2543.35
5000000,0.6594,10.6324,4.41521,2662.99
5000000,0.7108,10.3704,7.95909,3001.77
5000000,0.677,12.8528,10.8845,2574.56
100000,0.7088,18.3005,4.50008,2754.35
1000000,0.8226,12.9763,9.4474,4728.27
1000000,0.7774,16.1552,7.17077,4325.17
5000000,0.7636,9.02632,7.52711,3299.23
500000,0.6516,8.77219,5.8473,1310.39
500000,0.5532,9.11595,5.71973,796.112
500000,0.6028,11.6643,6.15098,1354.07
10000000,0.64,9.74532,6.34877,2011.65
1000000,0.7614,12.4694,12.0996,3572.33
5000000,0.6626,14.9857,9.18322,2293.15
5000000,0.6502,6.70484,6.32665,2157.74
10000000,0.6606,10.4656,7.25807,1257.39
10000,0.781,8.86764,6.4582,3759.41
5000000,0.6396,10.1434,9.60102,2387.1
10000000,0.7552,9.41161,6.60227,3727.03
10000000,0.788,11.8121,5.47188,5184.43
1000000,0.7648,6.72825,5.09275,2492.42
5000000,0.6966,15.4253,11.2027,2364.92
5000000,0.6552,6.6678,4.96877,2184.79
5000000,0.6344,7.90101,7.08763,1643.06
5000000,0.7064,12.1419,7.10734,3308.64
100000,0.6944,15.6562,6.95834,2327.95
1000000,0.8326,14.4419,10.2051,4708.57
10000000,0.7258,10.0757,8.829,2553.43
10000000,0.451,7.37355,2.51949,406.252
10000000,0.7338,5.87384,4.7032,2665.28
5000000,0.5618,7.77769,3.11048,1268.51
100000,0.8696,18.7144,16.1732,3824.31
10000,0.7338,7.61954,3.92787,3069.22
10000,0.7372,12.8548,8.91717,1489.6
5000000,0.775,14.2921,10.1282,2812.44
5000000,0.722,17.9991,10.1349,2001.01
100,0.647,18.9433,3.74567,1071.01
100000,0.7842,15.9383,10.4935,3712.18
10000000,0.6864,9.91839,8.86286,1796.36
10000000,0.5794,5.28515,5.1054,911.977
5000000,0.7794,11.9515,7.15447,3706.27
100000,0.6404,11.9689,11.0672,1648.51
1000000,0.6856,11.5969,6.57481,2374.67
5000000,0.771,9.67197,6.44372,3023.99
5000000,0.7918,13.98,12.0095,2839.84
1000000,0.86,14.9209,13.2604,5140.9
1000000,0.7146,21.4922,18.9061,1717.87
5000000,0.7144,12.6821,7.60887,2623.79
5000000,0.6982,12.8102,4.05785,2768.51
40000,0.519,10.0468,9.57778,722.858
1000000,0.6166,8.78202,2.88546,1585.3
1000,0.7592,11.0936,5.25928,5133.22
10000000,0.7608,12.5822,11.5029,3361.34
5000000,0.6794,5.93071,5.35547,3000.42
5000000,0.6154,7.03622,3.75437,1874.17
5000000,0.709,10.6512,5.48487,2666.18
1000000,0.711,15.9738,6.3885,2477.4
5000000,0.6702,7.99336,6.43639,2808.75
1000000,0.7672,17.1677,6.7332,3636.01
5000000,0.6154,20.181,6.8654,1339.15
10000000,0.6572,7.22845,6.88703,2373.83
10000000,0.7568,14.2973,6.50644,3507.91
100,0.318,5.66636,4.82954,537.249
5000000,0.7038,10.0325,9.59417,2551.51
100000,0.6408,10.6197,8.65931,2151.16
10000000,0.6096,6.28851,3.57969,1275.2
10000000,0.6436,7.75339,4.84522,2406.8
5000000,0.7712,9.75529,5.37054,5154.28
5000000,0.7614,15.981,7.52003,2738.21
1000000,0.6424,15.3296,4.28733,1711.14
100000,0.5416,10.4603,3.75562,861.022
1000000,0.6548,7.19383,5.44633,3265.37
10000000,0.7586,10.5397,7.74023,3335.91
1000000,0.5856,8.14869,7.69355,1290.95
5000000,0.7184,12.4698,5.92009,3087.73
100000,0.6666,6.1215,5.54396,3341.42
5000000,0.7494,14.034,9.0463,2772.55
500000,0.7554,13.9366,8.23046,2909.44
50000,0.678,12.8298,5.12034,2688.78
1000000,0.691,17.4656,10.3818,2073.76
5000000,0.7962,14.6918,13.07,2818.01
10000000,0.4732,6.78942,4.98966,750.605
10000000,0.6832,12.2486,4.72993,2511.73
1000000,0.7606,11.9191,9.14993,3725.41
10000,0.8714,16.9089,11.0684,4944.29
5000000,0.6442,11.3831,11.0392,1311.46
5000000,0.5698,9.92059,7.48583,1206.81
1000000,0.685,12.1508,8.26476,1858.54
10000000,0.6194,8.97967,4.54894,1167.49
5000000,0.7232,14.1452,13.2662,2146.34
5000000,0.5044,5.6946,5.49039,1102.37
10000000,0.534,9.73254,3.21457,817.976
5000000,0.674,16.0348,3.9849,2332.52
10000000,0.7672,11.2434,5.32116,5199.61
1,0.7644,13.98,12.8757,3848.36
500,0.6924,10.225,9.4107,3144.66
10000000,0.6464,6.66878,5.26481,2687.35
10000000,0.5906,8.50423,8.27985,1089.26
10000000,0.739,12.5183,7.61249,3372.84
10000000,0.7146,11.4691,7.77199,3180.18
1000,0.815,13.7968,9.90606,3871.6
1,0.6154,20.181,6.8654,1339.15
10000000,0.614,8.93125,8.46949,1637.38
5000000,0.6966,10.2783,7.67167,3236.55
1000,0.7088,14.739,5.12647,2796.6
