Pressure (Pa),VF,LCD (Å),PLD (Å),SA (m2/g )
20,0.9292,23.0353,21.6072,6105.88
10000000,0.8506,36.7876,36.4331,3019.95
5000000,0.8506,36.7876,36.4331,3019.95
1000000,0.8506,36.7876,36.4331,3019.95
500000,0.8506,36.7876,36.4331,3019.95
100000,0.8506,36.7876,36.4331,3019.95
10000000,0.8304,38.2281,38.0665,2893.25
5000000,0.8304,38.2281,38.0665,2893.25
1000000,0.8304,38.2281,38.0665,2893.25
500000,0.8304,38.2281,38.0665,2893.25
50,0.7762,7.47545,6.2198,7061.42
100,0.6956,19.7987,19.3368,1714.37
50,0.6956,19.7987,19.3368,1714.37
40,0.6956,19.7987,19.3368,1714.37
20,0.6956,19.7987,19.3368,1714.37
500000,0.5716,12.9623,9.06013,1055.4
10000000,0.2532,3.421,2.64536,0.739248
100000,0.8624,27.2403,13.9632,4785.05
10000000,0.2354,3.54497,2.69613,9.74799
10000000,0.2296,3.46694,2.90192,1.50744
500000,0.8624,27.2403,13.9632,4785.05
10000000,0.3822,7.74818,2.59314,335.528
10000000,0.3868,7.73837,2.55685,320.418
10000000,0.318,5.66636,4.82954,537.249
10,0.9124,33.6834,15.8789,6442.53
10000000,0.3714,6.67559,6.34874,503.846
10000000,0.5534,10.8725,9.01928,696.781
500000,0.631,8.95844,2.64235,1097.02
500000,0.6326,9.00258,2.71737,1095.75
500000,0.5492,6.90366,2.45763,1011.87
100000,0.3284,7.01875,6.807,222.047
500,0.6572,17.3911,9.80191,1657.09
1000,0.6572,17.3911,9.80191,1657.09
1000000,0.7706,15.0577,6.22214,3178.7
1000000,0.7052,5.63215,4.41962,4008.23
1000000,0.8076,12.3613,6.84234,4653.12
40,0.8406,34.8596,34.3554,3523.86
1000,0.2354,3.54497,2.69613,9.74799
20,0.8406,34.8596,34.3554,3523.86
50,0.8406,34.8596,34.3554,3523.86
5000,0.2354,3.54497,2.69613,9.74799
100000,0.8346,19.4749,13.2777,3753.89
1000000,0.7536,6.79463,6.1943,2595.13
100000,0.86,24.1144,19.5628,2772.25
500000,0.8286,18.8677,11.8721,4288.89
1000000,0.6654,11.3284,10.2647,2190.38
500000,0.6364,14.8417,10.4851,1403.54
10000000,0.6202,10.5253,2.42261,1637.68
1000000,0.5948,7.06758,6.25925,539.574
100000,0.6876,15.9397,5.38602,1090.53
500000,0.6876,15.9397,5.38602,1090.53
1000000,0.6104,10.1352,6.68232,2170.52
10000000,0.3612,4.18676,2.43398,157.471
500000,0.8076,10.7406,8.40432,5356.61
10000000,0.616,13.518,2.67027,1186.78
1000000,0.7878,9.60031,8.17399,4944.37
500000,0.8902,25.1756,12.4937,5799.87
1000000,0.8486,20.2584,8.96976,3799.24
1000000,0.7936,15.6144,13.7184,4945.62
100000,0.7082,10.7884,9.81151,1033.55
500000,0.913,26.2529,12.5751,6072.13
1000000,0.6966,15.4253,11.2027,2364.92
50,0.7792,23.8744,6.75259,3316.52
40,0.7792,23.8744,6.75259,3316.52
10000000,0.652,13.2756,13.091,903.983
20,0.7792,23.8744,6.75259,3316.52
1000000,0.7092,16.3651,5.22924,2929.78
1000000,0.774,15.2718,8.36501,4441.83
10000000,0.7266,10.3019,9.48231,2228.36
10000000,0.455,9.53782,8.62412,387.91
1000000,0.7834,16.9426,7.25585,3917.2
1000000,0.7326,8.3495,5.13588,5084.98
10000000,0.7148,11.0259,4.28602,2247.05
1000000,0.7876,17.0823,7.88152,2892.17
1000000,0.6264,7.46367,6.87207,2056.1
500000,0.5098,5.72133,5.32598,1375.6
1000000,0.6912,9.7447,5.39631,3309.72
10000000,0.7178,8.36527,6.6245,1282.4
10000000,0.7312,16.1004,15.3251,2398.93
40000,0.4938,9.95261,2.53081,391.402
50000,0.4938,9.95261,2.53081,391.402
1000000,0.7586,13.8998,13.6804,2147.93
100000,0.6666,17.3855,6.83963,2163.48
10000000,0.6702,8.63632,7.63034,3045.9
1000,0.742,13.3702,12.1012,3450.5
1000000,0.7444,13.8531,8.72821,2975.9
10000000,0.4452,6.27741,5.87074,831.987
1000000,0.7756,19.7171,10.8356,2683.42
10000000,0.9694,54.2762,28.1736,8054.44
5000000,0.9694,54.2762,28.1736,8054.44
10000000,0.6858,12.8466,11.095,2061.46
1000000,0.9694,54.2762,28.1736,8054.44
500000,0.9694,54.2762,28.1736,8054.44
100000,0.9694,54.2762,28.1736,8054.44
50000,0.9694,54.2762,28.1736,8054.44
40000,0.9694,54.2762,28.1736,8054.44
1,0.9392,42.7982,24.2406,6405.57
3,0.9392,42.7982,24.2406,6405.57
5,0.9392,42.7982,24.2406,6405.57
20,0.869,27.2094,25.5491,4279.41
10,0.869,27.2094,25.5491,4279.41
1,0.7052,5.63215,4.41962,4008.23
1,0.7606,5.53493,4.56275,3560.59
3,0.7052,5.63215,4.41962,4008.23
20,0.8528,13.3218,10.043,6230.37
5,0.605,15.9185,2.85919,1328.76
1,0.9694,54.2762,28.1736,8054.44
10,0.6462,13.1227,12.8815,871.007
20,0.6462,13.1227,12.8815,871.007
20,0.6248,14.7203,13.8111,931.773
5,0.6462,13.1227,12.8815,871.007
1,0.8324,37.3405,13.0059,4240.94
3,0.8324,37.3405,13.0059,4240.94
1000,0.7688,21.5414,12.8264,2828.28
5,0.8324,37.3405,13.0059,4240.94
10,0.8874,24.7893,14.092,5147.71
20,0.3894,8.20384,7.94678,695.037
40,0.3894,8.20384,7.94678,695.037
50,0.3894,8.20384,7.94678,695.037
10,0.3894,8.20384,7.94678,695.037
5,0.3894,8.20384,7.94678,695.037
500000,0.5742,9.06296,8.67891,1377.78
100000,0.5306,4.1335,2.41665,373.142
40000,0.685,10.4176,2.52325,1959.21
100000,0.5498,4.19276,2.45528,281.231
50000,0.685,10.4176,2.52325,1959.21
500000,0.6956,19.7987,19.3368,1714.37
500000,0.5456,15.2698,4.36349,1234.78
100000,0.7888,18.9473,10.5132,1780.61
500000,0.5528,12.3845,3.37218,1145.1
500000,0.5642,13.1038,3.67767,851.052
1000000,0.7562,8.89284,8.27815,2997.14
1,0.8076,25.6894,25.4389,1510.5
5000,0.7,8.83543,4.89469,4918.23
10000,0.7,8.83543,4.89469,4918.23
1000000,0.4534,7.3989,7.10265,296.677
10000000,0.6094,7.89373,4.43058,1277.23
10000000,0.6116,7.7396,4.21765,1141.22
500000,0.655,21.0733,4.609,1452.12
10000000,0.5998,10.6089,7.2431,893.804
1000000,0.7486,15.7407,14.8786,2742.03
10000000,0.4674,8.14141,2.84709,675.577
1000000,0.8222,15.8333,12.7086,4151.64
40000,0.6626,14.9857,9.18322,2293.15
100,0.8304,38.2281,38.0665,2893.25
50,0.8304,38.2281,38.0665,2893.25
1000000,0.6698,12.7484,4.90662,2559.11
500000,0.6368,6.64209,5.02845,3141.59
500000,0.64,6.75186,5.16957,3154.09
500000,0.6698,12.7484,4.90662,2559.11
10000000,0.3284,7.01875,6.807,222.047
5000,0.8228,17.6862,16.7388,2970.22
10000,0.8228,17.6862,16.7388,2970.22
100000,0.7172,10.5583,7.30371,3948.21
500000,0.6572,17.3911,9.80191,1657.09
500000,0.475,5.47427,2.46241,701.124
500000,0.8394,12.9956,11.5941,4816.02
10000000,0.7162,5.15076,4.65327,2661.76
500000,0.7668,11.861,5.70578,3190.97
500000,0.791,7.59854,5.9029,4016
500000,0.6108,12.3873,7.83288,1771.12
1000000,0.672,10.773,6.68088,1326.74
500000,0.8856,17.2951,15.3322,5193.45
500000,0.8288,24.9488,9.11981,4755.92
1000000,0.6754,10.7675,6.65722,1331.68
1000000,0.6606,10.4656,7.25807,1257.39
1000000,0.6604,11.196,4.56022,1796.5
1000000,0.6856,10.017,4.9065,1988.91
1000000,0.6592,11.1238,5.1267,1835.62
500000,0.6856,10.017,4.9065,1988.91
1000000,0.6638,11.2734,4.5108,1922.33
500000,0.5488,10.0982,9.93982,838.914
1000000,0.5488,10.0982,9.93982,838.914
1000000,0.677,12.8528,10.8845,2574.56
10000000,0.676,5.92168,4.6498,1352.9
10000000,0.6598,7.47331,5.41094,835.312
40000,0.6396,10.1434,9.60102,2387.1
100000,0.4162,3.37427,2.42599,0.292371
10000000,0.6134,12.8128,3.94057,1673.14
50000,0.6396,10.1434,9.60102,2387.1
10000000,0.2978,5.41315,3.12391,193.314
50000,0.547,5.05393,2.87926,1259.43
40000,0.547,5.05393,2.87926,1259.43
100000,0.547,5.05393,2.87926,1259.43
100000,0.5244,4.96195,3.39873,1206.05
100000,0.5098,5.32857,3.35824,1188.2
10000000,0.5,5.64584,2.78001,222.431
10000000,0.4758,5.94269,2.56453,217.517
10000000,0.4718,5.92764,2.53049,201.638
10000000,0.4714,5.92915,2.52991,201.758
10000000,0.4716,5.91981,2.53239,202.939
10000000,0.5524,6.51812,4.71987,480.568
10000000,0.5536,6.50595,4.6947,481.966
10000000,0.5416,6.97561,3.5531,462.093
10000000,0.5328,6.6747,4.69389,592.095
10000000,0.551,3.73198,3.20831,134.478
1000000,0.5384,4.46391,2.47505,704.943
1000000,0.5416,4.82645,2.47967,723.443
500000,0.7992,10.9331,7.2387,2264.38
1000000,0.661,14.5598,13.7822,1908.83
1,0.5864,4.35255,2.41172,500.521
50000,0.4364,5.79906,5.20244,959.499
40000,0.4364,5.79906,5.20244,959.499
100000,0.4364,5.79906,5.20244,959.499
100000,0.4548,8.83128,4.93156,696.779
10000000,0.7086,8.38886,8.25863,2092.05
10000000,0.6432,11.0941,6.65734,1538.07
1000000,0.8696,18.7144,16.1732,3824.31
10000,0.7912,24.4406,23.6272,2839.17
500000,0.8736,22.824,13.4901,4829.51
100000,0.6442,5.97637,5.66826,2405.35
1000000,0.7278,10.5421,9.07611,3677.95
1000000,0.8226,14.2439,11.557,3642.38
500000,0.605,15.9185,2.85919,1328.76
1000000,0.605,15.9185,2.85919,1328.76
10000000,0.771,9.67197,6.44372,3023.99
10000000,0.3762,7.49679,5.33186,418.693
40000,0.7874,21.8801,9.52705,3994.65
1000000,0.6692,9.6188,8.65235,2948.81
1000000,0.7794,13.6167,6.49901,4258.46
10000,0.7874,21.8801,9.52705,3994.65
10000000,0.7858,9.84183,8.46338,2431.49
5000,0.8008,13.0256,5.98917,5172.75
1000,0.6154,20.181,6.8654,1339.15
10000000,0.7324,12.7076,7.22422,2375.84
500,0.6154,20.181,6.8654,1339.15
1,0.82,30.7006,30.1441,3192.07
10000000,0.7136,6.87554,6.2746,2282.27
1,0.9118,19.8186,17.0636,6349.95
1,0.8984,18.5744,17.5567,4541.16
3,0.82,30.7006,30.1441,3192.07
10000000,0.5532,9.11595,5.71973,796.112
10000000,0.6752,11.6463,2.646,1685.21
1000000,0.6982,12.8102,4.05785,2768.51
1000000,0.765,18.2344,6.60024,3491.36
5000000,0.6752,11.6463,2.646,1685.21
10000000,0.5552,9.9038,9.36477,1149.97
1000000,0.7064,12.1419,7.10734,3308.64
5000,0.7876,17.0823,7.88152,2892.17
5000,0.7746,15.7759,8.21654,3620.44
10000000,0.5322,9.07531,8.9508,532.875
1000000,0.6394,4.54071,3.29336,2083.09
500000,0.8146,19.9203,7.75151,4733.15
50000,0.5896,7.26111,7.14037,1751.34
5000,0.5716,12.9623,9.06013,1055.4
1000000,0.6712,12.0031,11.2085,1504.01
1,0.8648,20.246,8.58384,5368.02
1,0.863,20.1457,8.54605,5353.8
10000000,0.6424,15.3296,4.28733,1711.14
10000,0.7108,10.8507,4.21913,3845.71
10000000,0.7028,10.5539,8.11262,2120.63
10000000,0.6834,10.9344,7.53577,2778.79
10000000,0.6314,12.1174,9.13356,1597.54
10000000,0.7082,12.14,5.49468,2142.5
1000000,0.7102,15.9933,15.9026,2172.77
10000000,0.6146,6.03462,5.83771,1953.42
10000000,0.5544,7.75357,4.72091,1461.22
10000,0.6836,16.8285,3.4822,2331.64
10000000,0.666,10.0667,5.89372,2181.03
10000000,0.661,10.2392,5.38907,2431.84
500000,0.6972,6.76345,5.40521,1625.6
1000000,0.8336,18.755,13.3791,3463.71
1000000,0.6656,10.258,6.23412,2797.96
1000000,0.742,13.3702,12.1012,3450.5
10000000,0.6476,11.3171,10.6159,1164.84
50000,0.545,8.72809,3.86749,1271.87
1,0.8024,23.8709,10.8478,1789.58
1000000,0.8228,17.6862,16.7388,2970.22
100000,0.8374,18.6145,16.9288,4480.84
1000000,0.775,12.5,9.04853,3340.18
10000000,0.7224,15.2608,10.8434,2313.57
50000,0.7418,17.6536,14.4198,2620.78
40000,0.7418,17.6536,14.4198,2620.78
100000,0.7418,17.6536,14.4198,2620.78
10000000,0.6376,8.79938,7.37416,582.391
500000,0.4674,8.14141,2.84709,675.577
10000000,0.6608,8.70869,7.89064,2346.5
10000000,0.7416,10.982,6.35591,3480.81
1,0.9304,37.5257,19.5411,6088.87
10000000,0.654,9.52504,4.72038,1419.06
10000000,0.6706,8.72596,4.78582,2891.46
40000,0.695,13.0808,12.3802,2031.14
50000,0.695,13.0808,12.3802,2031.14
1000000,0.8054,19.7952,10.4782,3486.86
10000000,0.6692,8.1061,7.63768,1638.54
10000000,0.759,16.2089,7.16155,3560.7
1000000,0.8104,10.7871,9.22291,4721.18
10000000,0.7082,14.3729,4.52414,2756.36
1000000,0.815,13.7968,9.90606,3871.6
10000000,0.4828,7.52525,4.29732,1050.9
500000,0.5102,5.22922,5.1443,577.454
10000000,0.651,12.7788,12.0274,874.57
1000000,0.6928,14.6986,14.4045,1442.72
10000000,0.664,12.1258,5.64086,1826.57
10000000,0.6736,14.2525,13.9267,1369.28
500000,0.863,15.2806,14.4886,5189.2
40000,0.6134,12.8128,3.94057,1673.14
1000000,0.7872,14.7024,11.7935,2495
50000,0.6134,12.8128,3.94057,1673.14
10000000,0.8002,8.79766,8.47314,3486.15
5000,0.5666,4.621,3.96851,1968.8
1000000,0.6526,13.1084,3.92348,2137.62
40000,0.5706,12.2514,5.76203,1259.1
50000,0.5706,12.2514,5.76203,1259.1
500000,0.6526,13.1084,3.92348,2137.62
50,0.8358,25.6855,17.1242,3194.1
10000000,0.3406,3.46791,3.38791,27.2677
1000000,0.7778,18.3193,17.5552,1454.47
10000000,0.3374,3.47531,3.37883,29.3751
10000000,0.6102,8.02063,3.18,1702.97
10000000,0.69,13.0436,6.77607,2533.66
500000,0.3894,8.20384,7.94678,695.037
10000000,0.6486,4.79644,3.03624,1571.37
500000,0.6542,17.3694,5.40179,1447.48
10000,0.6498,6.88443,4.8384,3352.39
10000000,0.7352,9.08968,8.2956,3187.98
50000,0.7074,6.5178,6.18035,4780.12
40000,0.7074,6.5178,6.18035,4780.12
500000,0.318,5.66636,4.82954,537.249
1,0.808,11.1369,10.3106,2614.92
10000000,0.709,7.25953,5.23411,2488.77
100000,0.8176,14.2106,13.622,4254.04
10000000,0.7574,10.3039,9.54542,2519.18
1000000,0.896,27.3378,13.339,6170.7
1000000,0.7722,10.9388,6.90793,3408.24
500000,0.8714,16.9089,11.0684,4944.29
1000000,0.7162,12.4205,9.37645,3020.84
1000000,0.4998,9.32937,5.73491,353.212
10000000,0.781,8.86764,6.4582,3759.41
1000000,0.715,11.3777,5.00759,3392.15
500000,0.8874,24.7893,14.092,5147.71
1000000,0.6264,9.50738,3.99435,2040.4
10000000,0.5784,8.63633,6.73186,1575.23
1000000,0.7874,21.8801,9.52705,3994.65
500000,0.7762,15.7132,6.14739,3857.5
10000000,0.6412,15.2158,5.06222,1266.54
1000000,0.67,13.2962,4.97277,1639.9
500000,0.7162,5.15076,4.65327,2661.76
1000,0.5456,9.90635,2.42974,1121.94
1000000,0.5878,11.104,3.55246,1243.77
1000000,0.7088,8.4438,5.40906,4075.73
1000000,0.7538,13.9402,7.42068,3344.77
1000000,0.7474,13.2648,11.3344,3898.11
10000000,0.6848,11.2506,10.3017,2393.32
10000000,0.697,8.09828,4.42359,3259.88
10000,0.6982,12.8102,4.05785,2768.51
10000000,0.531,6.32642,5.9567,836.355
5000000,0.622,11.4197,9.93708,1731.98
10000000,0.622,11.4197,9.93708,1731.98
1000000,0.7786,10.7978,7.28862,5417.95
500000,0.7786,10.7978,7.28862,5417.95
1000000,0.5548,7.154,7.00039,1315.44
10000000,0.5908,8.36544,4.75817,1857.73
1000000,0.7792,23.8744,6.75259,3316.52
10000000,0.7374,10.6399,5.17607,2542.96
10000000,0.6424,10.5753,5.75707,1203.6
10000000,0.761,11.9268,5.98269,3766.22
10000000,0.5972,11.038,8.53557,1256.69
10000000,0.6382,8.69504,5.47442,2572.85
1000000,0.775,14.2921,10.1282,2812.44
5000,0.9102,32.0036,17.5518,5321.22
10000000,0.468,9.13832,7.15944,566.32
5000,0.9064,21.7232,20.9879,4539.4
10000000,0.7214,18.6369,3.90699,2868.16
500000,0.5882,6.65756,4.5203,1211.03
100000,0.7146,21.4922,18.9061,1717.87
10000000,0.7822,20.1712,6.28286,3773.78
1000000,0.7712,9.75529,5.37054,5154.28
100000,0.8462,21.6241,10.9231,4179.02
500000,0.8462,21.6241,10.9231,4179.02
10000000,0.6802,8.41076,5.98943,2021.97
500000,0.7912,16.1957,14.7503,4788.47
10000000,0.6958,14.2798,9.75466,2206.85
1000000,0.658,16.0507,15.6466,1511.5
500000,0.7062,13.8756,10.0361,1724.8
1000000,0.7556,8.87764,7.99015,4521.13
1000000,0.6752,15.0227,4.23694,2407.37
10000,0.749,27.7973,11.161,2183.9
10000000,0.5412,8.51371,3.60578,1208.46
5000000,0.5412,8.51371,3.60578,1208.46
10000000,0.7374,8.24038,5.23853,3437.05
1000000,0.7926,18.8853,7.91531,3768.23
500000,0.7926,18.8853,7.91531,3768.23
10000000,0.6752,6.16099,5.90611,2090.61
10000000,0.6852,13.3499,4.00312,2432.11
10000000,0.7528,11.8292,9.14708,2985.28
1000000,0.7026,10.6602,2.55815,1456.16
100000,0.6734,12.3701,6.46344,858.806
1,0.7746,12.0734,5.35338,5223.93
10000000,0.612,7.46814,7.33893,1236.26
10000000,0.6126,7.46558,7.33479,1242.18
10000000,0.4372,6.25403,6.06717,267.088
40000,0.745,15.7146,10.8658,3234.44
1000000,0.707,10.0917,9.35609,2475.29
5000000,0.7402,15.486,6.62234,2927.8
10000000,0.7794,13.5499,9.13066,3143.05
1000000,0.6676,9.41711,9.09464,1736.68
1,0.8816,28.6652,11.5377,5712.98
1000000,0.8538,18.4206,9.23563,5001.08
10000000,0.4878,4.54932,2.42106,664.691
5000,0.9182,29.975,15.0225,6628.79
10000000,0.6836,10.6556,9.10715,1868.37
10000000,0.7732,10.2655,8.18203,2985.1
1000000,0.8426,24.2826,10.2733,4760.85
5000000,0.7494,12.6394,6.49016,3325.96
10000000,0.8056,14.8973,7.78421,3681.29
10000,0.6282,6.04955,2.40297,1352.82
1000000,0.7928,11.2499,9.49767,3731.94
1000000,0.675,6.37918,5.90394,3209.14
1000000,0.8556,17.0098,12.9386,5503.94
1000000,0.8016,21.5575,10.3834,3544.68
500000,0.8008,13.0256,5.98917,5172.75
10000000,0.6934,12.2945,11.9581,2156.89
10000000,0.6772,11.7285,7.7572,2439.65
1000000,0.6648,7.38507,6.83905,1251.69
1000000,0.684,9.13708,7.11095,2497.23
10000,0.7866,11.9719,10.5497,4463.64
10000000,0.5816,11.1295,5.24741,1572.51
40000,0.4958,5.94146,2.41019,929.438
10000000,0.7352,15.5314,9.65919,2400.28
10000,0.832,11.3854,11.1242,4292.99
10000,0.5854,12.7414,3.10347,429.158
1,0.655,21.0733,4.609,1452.12
1000000,0.844,23.7023,22.8547,4485.82
1,0.472,15.165,5.42937,1267.64
10000000,0.7722,10.9388,6.90793,3408.24
500000,0.5474,9.51714,7.06696,1078.89
1000000,0.7206,15.0918,9.842,2858.85
500000,0.6214,5.5219,5.04903,2634.97
100000,0.8014,15.0914,8.39804,5034.3
500000,0.8014,15.0914,8.39804,5034.3
1000000,0.7656,16.1767,10.5086,2157.11
10000000,0.7266,12.677,9.31362,2471.76
10000000,0.7894,11.2197,10.685,2567.63
10000000,0.725,12.8039,5.86346,2727.12
5000,0.865,27.3395,23.1844,4167.13
1000000,0.7764,7.54214,5.04155,4800.8
50000,0.6702,8.63632,7.63034,3045.9
10000000,0.6836,16.8285,3.4822,2331.64
10000000,0.5518,8.64993,8.01633,1286.72
500000,0.8026,12.651,8.2906,4503.64
500000,0.7606,5.53493,4.56275,3560.59
10000000,0.7706,15.0577,6.22214,3178.7
10000000,0.6604,11.196,4.56022,1796.5
10000000,0.7358,11.1243,6.7889,2274.84
1000000,0.7442,15.0496,5.6073,2720.81
10000000,0.738,9.02635,7.37185,2734.89
1000000,0.9076,28.0134,12.18,5696.7
10000000,0.6478,9.61717,7.1473,1894.17
10000000,0.685,12.1508,8.26476,1858.54
5000,0.7454,17.6553,16.4347,1386.05
10000000,0.7958,9.61074,7.33598,3577.46
1000000,0.7478,11.4636,8.17134,2794.23
1000000,0.6764,7.09944,5.34059,2497.37
1000,0.6876,15.2363,7.95854,1219.76
10000000,0.5098,5.72133,5.32598,1375.6
1000000,0.6408,10.6197,8.65931,2151.16
40000,0.781,16.0531,15.7898,3838.8
10000000,0.7164,6.76714,4.26504,2500.25
40000,0.6104,10.1352,6.68232,2170.52
10000,0.7844,16.3794,5.99724,4587.82
500000,0.8398,12.3692,10.8675,5199.04
5000000,0.6074,13.7392,3.23464,1428.84
1000000,0.8398,12.3692,10.8675,5199.04
500000,0.573,9.06209,8.39643,571.408
1000000,0.705,9.81532,6.14212,3556.24
10000,0.5826,10.635,10.4191,645.516
1000000,0.6638,19.5454,7.16489,1629.78
5000,0.5826,10.635,10.4191,645.516
5000,0.8662,17.2398,11.9478,5633.74
40000,0.536,6.23863,6.07222,1294.74
100,0.6792,4.54107,3.68666,5060.73
10000000,0.7494,14.034,9.0463,2772.55
5000,0.8428,22.4236,6.86083,4453.33
50000,0.6924,10.225,9.4107,3144.66
40000,0.6924,10.225,9.4107,3144.66
10000000,0.6806,11.2608,5.01855,2422.64
10000,0.7646,20.7269,7.8738,1858.6
500000,0.829,16.5482,9.24625,4349.15
1000000,0.7352,9.63216,5.48309,2698.78
1000000,0.8104,15.9496,10.3936,4229.57
10000000,0.6342,4.42328,3.40802,2137.61
500000,0.5666,4.621,3.96851,1968.8
1000000,0.764,15.5483,7.92817,3581.71
10000000,0.7092,9.22928,8.86311,2224.27
10000000,0.757,12.6574,11.15,3462.47
40000,0.7112,13.0687,6.51652,2929.77
10000000,0.7,13.4523,4.98216,2452.8
10000000,0.6812,14.2327,4.75487,2400.93
10000000,0.6042,8.05193,5.7692,1147.19
10000000,0.756,6.30911,4.65211,1985.26
5000000,0.4948,7.82098,6.43142,912.782
10000000,0.5986,7.28051,2.53927,920.797
500000,0.6682,8.09581,6.09927,3096.04
10000000,0.6186,9.78617,8.86105,1763
10000000,0.6802,9.31132,6.13762,2516.92
1000000,0.6626,14.9857,9.18322,2293.15
5000000,0.7762,7.47545,6.2198,7061.42
5000,0.7878,9.60031,8.17399,4944.37
1000000,0.6248,14.7203,13.8111,931.773
1000000,0.6586,15.5955,7.18908,1549.06
1000000,0.775,11.1955,6.07261,5122.32
10000000,0.6648,9.96385,4.33568,2371.6
1000000,0.7696,12.9492,9.87431,3796.8
1000000,0.7686,16.9257,16.8447,2020.63
500000,0.6726,7.13593,3.78757,2040.47
10000000,0.7232,14.1452,13.2662,2146.34
10000000,0.652,15.3697,3.55595,1940.54
500000,0.7082,6.17717,5.82599,4307.06
1000000,0.6382,12.1705,3.00948,1448.18
100000,0.3822,7.74818,2.59314,335.528
500000,0.3762,7.49679,5.33186,418.693
1000000,0.4348,5.86134,3.79303,920.978
10000,0.605,15.9185,2.85919,1328.76
100000,0.3762,7.49679,5.33186,418.693
10000,0.8764,24.5508,12.1743,4535.57
1000000,0.6988,15.8178,9.45289,1620.88
100,0.3822,7.74818,2.59314,335.528
50,0.3822,7.74818,2.59314,335.528
40,0.3822,7.74818,2.59314,335.528
1,0.3822,7.74818,2.59314,335.528
10000000,0.686,12.6239,9.97272,1953.81
10000,0.5964,4.8768,4.71272,615.106
5000000,0.686,12.6239,9.97272,1953.81
10000000,0.696,9.72623,7.72143,1479.15
1000000,0.8214,15.7507,11.0076,4915.74
5000,0.8362,15.4937,14.2536,2996.23
1000000,0.7774,20.4608,11.4837,2900.02
10000,0.8362,15.4937,14.2536,2996.23
100000,0.7774,20.4608,11.4837,2900.02
1000000,0.742,12.9079,5.24047,2984.72
10000000,0.7812,8.78437,6.6937,3229.36
5000000,0.6412,8.31732,6.45797,2637.82
40000,0.6086,12.3304,11.4865,1329.51
10000000,0.7138,10.6026,4.61939,3638.59
50000,0.6086,12.3304,11.4865,1329.51
10000,0.6364,14.8417,10.4851,1403.54
5000000,0.7292,11.5066,8.6404,3302.41
10000000,0.573,5.83858,5.56044,1198.93
5000,0.6364,14.8417,10.4851,1403.54
1000000,0.7794,15.8149,13.6198,3148.79
40000,0.691,17.4656,10.3818,2073.76
10000000,0.6538,7.45171,4.92598,1883.72
50000,0.691,17.4656,10.3818,2073.76
1000000,0.7088,18.3005,4.50008,2754.35
10000000,0.7242,12.8936,7.93773,2738.27
10000000,0.6446,9.3993,5.21411,1893.78
10000000,0.705,9.81532,6.14212,3556.24
1000,0.8286,18.8677,11.8721,4288.89
1000000,0.721,11.1886,8.47337,1910.87
500000,0.733,7.98338,7.19596,3553.36
1000000,0.6098,9.53742,5.44759,1155.58
1000000,0.697,8.09828,4.42359,3259.88
1000000,0.7504,12.1554,11.6975,2987.95
1000000,0.832,11.3854,11.1242,4292.99
1000000,0.6318,9.43814,4.59805,1321.13
1000000,0.8844,27.5106,14.8846,5099.19
1,0.7,10.4034,2.52524,1874.82
10000000,0.6788,9.30565,6.85906,3067.21
40000,0.9292,23.0353,21.6072,6105.88
1,0.7026,10.6602,2.55815,1456.16
10000000,0.7086,14.4226,6.94223,1995.84
10000,0.647,18.9433,3.74567,1071.01
1000000,0.7812,8.78437,6.6937,3229.36
1000000,0.781,15.9584,6.79866,4596.76
5000,0.895,28.4313,15.9175,5364.2
10000000,0.6084,10.3381,9.26479,978.616
5000000,0.8582,15.2629,13.96,4846.42
10000,0.7918,8.54513,8.23246,3203.31
10000000,0.638,7.25204,6.74283,1723.31
1000000,0.7354,11.238,5.9406,4045.89
10000000,0.711,15.9738,6.3885,2477.4
10000000,0.5452,5.70211,2.46041,735.758
1000000,0.631,5.76863,5.59566,2010.97
5000000,0.7,8.83543,4.89469,4918.23
100000,0.6778,7.0595,6.90616,2110.66
10000000,0.6368,4.2795,3.43566,1022.41
100000,0.6966,12.6903,3.67391,1688.54
10000000,0.701,6.21978,5.55178,2776.54
50000,0.7092,16.3651,5.22924,2929.78
10000000,0.7308,8.49333,5.93464,2227.25
1000000,0.787,15.5563,9.00897,3941.72
40000,0.7026,15.1422,13.4436,2579.28
1000000,0.7968,15.0711,13.1397,4514.6
1000000,0.7412,16.2966,6.6292,2466.59
1000000,0.5678,6.32724,4.08141,2190.65
10000,0.643,15.9244,15.4838,1571.53
5000,0.8942,19.8654,14.5686,5195.22
1000000,0.6086,12.3304,11.4865,1329.51
1000000,0.7098,11.512,6.01308,2401.5
10000000,0.6708,11.4284,3.43062,1674.42
1,0.7486,15.7407,14.8786,2742.03
5000,0.8726,23.7283,19.638,5120.87
5000,0.913,26.2529,12.5751,6072.13
10000000,0.69,18.0621,10.4233,1964.5
10000000,0.7122,10.8821,9.55664,2745.03
1000000,0.8104,10.5889,8.21137,3703.79
100000,0.5404,6.90304,3.45469,447.179
10000000,0.5758,6.25647,5.45731,1808.61
1000000,0.6608,8.70869,7.89064,2346.5
10000000,0.6384,5.71977,3.98662,939.473
500000,0.5854,7.47499,2.63162,1369.14
1000000,0.5854,7.47499,2.63162,1369.14
1000000,0.7426,13.6467,8.62891,2294.85
50000,0.6594,10.6324,4.41521,2662.99
1,0.8258,24.2323,22.8992,4150.4
