CIFNAME,smiles_nodes,smiles_linkers,topology
ANOMUM_clean,[Cu][Cu],[O-]C(=O)c1cc(cc(c1)C(=O)[O-])N1C(=O)c2ccc3c4c2c(C1=O)ccc4C(=O)N(C3=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],lvt,lil
ANONAT_manual,[Cu][Cu],[O-]C(=O)c1cc(cc(c1)C(=O)[O-])N1C(=O)c2ccc3c4c2c(C1=O)ccc4C(=O)N(C3=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],lvt,lil
ANUGEW_clean,[Cu][Cu],[O-]C(=O)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],fmj
ANUGIA_clean,[Cu][Cu],[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],nbo,fof
ANUGOG_clean,[Cu][Cu],[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],UNKNOWN
APARAM_clean,[Mn],O=C(c1ccc(cc1)c1ccncc1)[CH]C(=O)C(F)(F)F,kgm
APAYUN_clean,[La],[O-]C(=O)c1ccc(cc1)c1ccc(cc1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],UNKNOWN
APAZIC_clean,[La],[O-]C(=O)c1ccc(cc1)c1ccc(cc1)c1ccc(cc1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],UNKNOWN
APAZOI_clean,[La],[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],UNKNOWN
APEBED_clean,[Zn],[O-]C(=O)c1ccc(s1)C(=O)[O-],UNKNOWN
APEBEE_clean,[Cd],[O-]C(=O)c1cc(O)c(cc1O)C(=O)[O-];c1ncn(c1)[B](n1cncc1)(n1cncc1)n1cncc1,UNKNOWN
APEBUU_clean,[Cd],[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-];c1ncn(c1)[B](n1cncc1)(n1cncc1)n1cncc1,UNKNOWN
APETAS_clean,[Cd],[O-]C(=O)COc1cc(cc(c1)C(=O)[O-])C(=O)[O-],UNKNOWN
APUPEH_clean,[Cu][Cu],[O-]C(=O)c1cc([O])c(c(c1)[O])c1c([O])cc(cc1[O])C(=O)[O-],nbo
AQAJEI_clean,[Zn],[O-]C(=O)c1ccc(cc1)n1cnnc1,dia
AQALOU_clean,[Gd];[Sr][OH2][Gd],[O-]C(=O)C(=O)[O-],ERROR
AQEFUY_clean,[Ag],n1ccncc1,ERROR
AQEQES_clean,[Co],[O-]C(=O)c1cc(C(=O)[O-])c(cc1C(=O)[O-])C(=O)[O-],pts
AQEQIW_clean,[Zn],[O-]C(=O)c1cc(C(=O)[O-])c(cc1C(=O)[O-])C(=O)[O-],pts
AQETIA_clean,[Mn];[Nb],[C]#N,ERROR
AQETUM_clean,[Mn];[Nb],[C]#N,UNKNOWN
AQIQAU_clean,[Cd],[O-]C(=O)c1ccc(cc1)c1cc(cc(n1)c1ccc(cc1)C(=O)[O-])c1ccncc1,ths
AQIXUV_clean,[Ni],[O-]C(=O)c1ccc(cc1)OCc1c(C)c(COc2ccc(cc2)C(=O)[O-])c(c(c1C)COc1ccc(cc1)C(=O)O)C;n1ccc(cc1)C=Cc1ccncc1,UNKNOWN
AQMAND01_clean,[Nd],[O-]C(=O)CC(=O)[O-];[O-]C(=O)[CH]C(=O)[O-],ERROR
AQMAND_clean,[Nd],[O-]C(=O)[C]C(=O)[O-],ERROR
AQODOA_clean,[Ag],C1N2CN3CN1CN(C2)C3;[O]S(c1cccc2c1cccc2S([O])([O])[O])([O])[O],ins
AQOLEZ_clean,Cl[Co];[Co],N1=NN[C](N1)c1cc(cc(c1)c1[nH]nnc1)c1[nH]nnc1,the
AQOLUP_clean,Cl[Co];[Co],N1=NC=C([N]1)c1cc(cc(c1)C1=C[N]N=N1)C1=CN=N[N]1;N1=NC=C([N]1)c1cc(cc(c1)C1=C[N]N=N1)C1=C[N]N=N1;N1=NC=C([N]1)c1cc(cc(c1)C1=NN=N[CH]1)C1=C[N]N=N1;N1=NC=C([N]1)c1cc(cc(c1)C1=N[N]N=C1)C1=C[N]N=N1;N1=NN=C([CH]1)c1cc(cc(c1)C1=N[N]N=C1)C1=C[N]N=N1;N1=N[C](C=N1)c1cc(cc(c1)C1=NN=N[CH]1)C1=N[N]N=C1;[N]1N=CC(=N1)c1cc(cc(c1)C1=NN=N[CH]1)C1=NN=N[CH]1;[N]1N=CC(=N1)c1cc(cc(c1)C1=NN=N[CH]1)C1=N[N]N=C1;[N]1N=NC(=C1)c1cc(cc(c1)C1=NN=N[CH]1)C1=NN=N[CH]1,the
AQOMEA01_clean,Cl[Co];[Co],N1=NC=C([N]1)c1cc(cc(c1)C1=C[N]N=N1)C1=CN=N[N]1;N1=NC=C([N]1)c1cc(cc(c1)C1=C[N]N=N1)C1=C[N]N=N1;N1=NC=C([N]1)c1cc(cc(c1)C1=NN=N[CH]1)C1=CN=N[N]1;N1=NC=C([N]1)c1cc(cc(c1)C1=NN=N[CH]1)C1=C[N]N=N1,the
AQOMEA_clean,Cl[Co];[Co],N1=NC=C([N]1)c1cc(cc(c1)C1=NN=N[CH]1)C1=NN=N[CH]1;[N]1N=CC(=N1)c1cc(cc(c1)C1=NN=N[CH]1)C1=CN=N[N]1;[N]1N=CC(=N1)c1cc(cc(c1)C1=NN=N[CH]1)C1=NN=N[CH]1;[N]1N=CC(=N1)c1cc(cc(c1)C1=NN=N[CH]1)C1=N[N]N=C1,the
AQOSEG_clean,[Cu],c1cc(cc(c1)n1cnnc1)n1cnnc1,UNKNOWN
AQUCOF_clean,[Cu],[O-]C(=O)c1cnccn1,UNKNOWN
AQUCOG_clean,[Ni],[O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-],UNKNOWN
AQUCUM_clean,[Ni],[O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-],UNKNOWN
AQUDAS_clean,[Cu],[O-]C(=O)c1cnccn1,UNKNOWN
AQUDAT_clean,[Cu],C(Cc1ccncc1)Cc1ccncc1;[O-]C(=O)C1=N[N]N=N1,UNKNOWN
AQUDEX_clean,[Cu],C(Cc1ccncc1)Cc1ccncc1;[O-]C(=O)C1=N[N]N=N1,UNKNOWN
AQUDIB_clean,[Ni],[O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-],UNKNOWN
AQUDOH_clean,[Cu],C(Cc1ccncc1)Cc1ccncc1;[O-]C(=O)C1=N[N]N=N1,UNKNOWN
ARADEE_clean,[Cd],[CH]1C=CC2=NN=NC2=C1;[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-];c1ccc2c(c1)N=N[N]2,ant
ARAFEF_clean,[Cu],n1ncc([nH]1)c1ccc(cc1)c1cnn[nH]1,lim
ARAFIJ_clean,[Cu],n1ncc([nH]1)c1ccc(cc1)c1cnn[nH]1,lim
ARAFOP_clean,[Cu],n1ncc([nH]1)c1ccc(cc1)c1cnn[nH]1,lim
ARAGOR_clean,[Ca];[Cu],[O-]C(=O)c1ccc(s1)C(=O)[O-],UNKNOWN
ARAHIM01_clean,[Ni]O[Nb](O[Ni])(F)(F)(F)F,n1ccncc1,bcu
ARAHIM02_clean,[F];[Nb];[Ni];[O],n1ccncc1,ERROR
ARAHIM_clean,[Ni]O[Nb](O[Ni])(F)(F)(F)F,n1ccncc1,bcu
ARINOF_clean,[Cu],[N]([CH]c1ccncc1)[N][CH]c1ccncc1,dia
ARINUL_clean,[Cu],C[C](c1ccncc1)[N]N=C(c1ccncc1)C,dia
AROFAP_clean,[Cd],[O-]C(=O)c1ccc(cc1)OCC(COc1ccc(cc1)C(=O)[O-])(COc1ccc(cc1)C(=O)[O-])COc1ccc(cc1)C(=O)[O-],UNKNOWN
AROFET_clean,[Cd],[O-]C(=O)c1ccc(cc1)OCC(COc1ccc(cc1)C(=O)[O-])(COc1ccc(cc1)C(=O)[O-])COc1ccc(cc1)C(=O)[O-],UNKNOWN,kgd
ARUCOH01_clean,[Co],O=C(c1ccc(cc1)Oc1ccc(cc1)C(=O)Nc1ccncc1)Nc1ccncc1;[O-]C(=O)c1ccc(cc1)C(=O)[O-],pcu
ARUCUN_clean,[Co],O=C(c1ccc(cc1)Oc1ccc(cc1)C(=O)[N]c1ccncc1)[N]c1ccncc1;[O-]C(=O)c1ccc(cc1)C(=O)[O-],hxl
ARUDAU_clean,[Co],O=C(c1ccc(cc1)Oc1ccc(cc1)C(=O)[N]c1ccncc1)[N]c1ccncc1;[O-]C(=O)c1ccc(cc1)C(=O)[O-],hxl
ARUJED_clean,[Mn],[N][N][N];[O-]C(=O)C1=C[CH]N(C=C1)CCCN1[CH]C=C(C=C1)C(=O)[O-],UNKNOWN
ARUYES_clean,[Bi];[Na],[O-]C(=O)c1ccc(cc1)C(=O)[O-],UNKNOWN
ARUYOB_clean,[Zn],[O]P(=O)[O],UNKNOWN
ARUYUH01_clean,[Zn],[O]P(=O)[O],UNKNOWN
ARUYUH_clean,[Zn],[O]P(=O)[O],UNKNOWN
ASACON_clean,[O];[Zn],[O-]C(=O)c1c(ccc(c1C(=O)[O-])C(=O)[O-])C(=O)[O-],UNKNOWN
ASADAA_clean,O[Cd];[Cd],[O-]C(=O)c1c(ccc(c1C(=O)[O-])C(=O)[O-])C(=O)[O-];n1ccc(cc1)c1ccncc1,ERROR
ASAMUE_clean,[O]12[Th]34[O]5[Th]62[O]2[Th]71[O]4[Th]14[O]3[Th]35[O]6[Th]2([O]71)[O]43,[O-]C(=O)CCn1c(=O)n(CCC(=O)[O-])c(=O)n(c1=O)CCC(=O)[O-],bcu
ASECUY_clean,O1O[Na]21OO2;[U],[O-]C(=O)c1cc(nc2c1cccc2)c1nc2ccccc2c(c1)C(=O)[O-],pcu
ASEJOZ01_clean,[Cd],[O-]C(=O)c1cc(cc(c1)C1=NN=N[N]1)C(=O)[O-],UNKNOWN
ASEJOZ_clean,[Cd],[O-]C(=O)c1cc(cc(c1)C1=NN=N[N]1)C(=O)[O-],UNKNOWN
ASINAT_clean,[Zn],Nn1c(nnc1c1ccncc1)c1ccncc1;[O-]C(=O)c1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)c1ccc(cc1)C(=O)[O-],ERROR,sql
ASINEX_clean,[Zn],Nn1c(nnc1c1ccncc1)c1ccncc1;[O-]C(=O)c1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)c1ccc(cc1)C(=O)[O-],ERROR
ASINIB_clean,[Cu],Nn1c(nnc1c1ccncc1)c1ccncc1;[O-]C(=O)c1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)c1ccc(cc1)C(=O)[O-],ERROR
ASIQEA_clean,[Cu],[O-]C(=O)c1cc(cc(c1)n1cncc1)n1cncc1,lvt
ASIQIE_clean,[Cu],[O-]C(=O)c1cc(cc(c1)n1cncc1)n1cncc1,lvt
ASIVAB_clean,[Cu][Cu],[O-]C(=O)c1cc(c2ccc(cc2)C(=O)[O-])c(c(c1)c1ccc(cc1)C(=O)[O-])N,fmj
ASOHUL_clean,[O];[V],[O-]C(=O)C1=[C][C]=C([C]=[C]1)C(=O)[O-],rna
ASOSUY_clean,[Cu][Cu],[O-]C(=O)c1cc(cc(c1)C(=O)[O-])[Si](c1cc(cc(c1)C(=O)[O-])C(=O)[O-])(C)C,ssa,sty
ASOVEL_clean,[Ca],[O-]C(=O)c1ccc(cc1)C(=CC=C(c1ccc(cc1)C(=O)[O-])c1ccccc1)c1ccccc1,lim
ASOYOY_clean,[Cd],[O-]C(=O)c1ccccc1c1ccccc1C(=O)[O-];c1ncn(c1)c1cc(cc(c1)n1cncc1)n1cncc1,UNKNOWN
ASUJIJ_clean,[Zn],N1=NN=C([N]1)CN1[CH]C=C(C=C1)C1=C[CH]N(C=C1)CC1=NN=N[N]1;[O-]C(=O)c1cc(C(=O)[O-])c(cc1C(=O)[O-])C(=O)[O-],UNKNOWN
ASUKEE01_clean,[Cu],n1ccc(cc1)c1ccncc1,ths
ASUKEE_clean,[Cu],n1ccc(cc1)c1ccncc1,ths
ASUWUI_clean,[Zn],[N]1C=NN=C1;[O-]C(=O)c1ccc(cc1)c1cc(cc(n1)c1ccc(cc1)C(=O)[O-])c1ccncc1,UNKNOWN,sql
ATAFIK_clean,[Zn],[O-]C(=O)c1cc(C(=O)[O-])c(cc1C(=O)[O-])C(=O)[O-],UNKNOWN
ATAYAX_clean,[Zn][Zn],Fc1cc(c2cc(cc(c2)C(=O)[O-])C(=O)[O-])c(c(c1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-])N,ssa,sty
ATAYEB_clean,[Cu][Cu],N[C]1C(=CC(C=C1c1cc(cc(c1)C(=O)[O-])C(=O)[O-])(F)F)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],ssa,sty
ATEXII_clean,*,,NA
ATEYED_clean,[Co],c1ncn(c1)Cc1ccc(cc1)Cn1cncc1,cds
ATEYOP_clean,[Gd],[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],UNKNOWN
ATEYUV_clean,[Ho],[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],UNKNOWN
ATEZAC_clean,[Er],[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],flu,flt
ATIBAG_clean,[Mn],[O-]C=O,met
ATIBIO_clean,[Mn],[O-]C(=O)[C];[O-][C]=O,met
ATIBOU01_clean,[Mn],[O-]C=O,met
ATIBOU02_clean,[Mn],[O-]C=O,met
ATIBOU_clean,[Mn],[O-]C=O,met
ATIBUA_clean,[Mn],[O-]C=O,met
ATICAH_clean,[Mn],[O-]C=O,met
ATICEL_clean,[Mn],[O-]C=O,met
ATIJUJ_manual,[Co],[O]P(=O)([C]N1CC[C](CC1)[C]1CCN(CC1)[C]P(=O)(O)[O])O,UNKNOWN
ATIXUX_clean,[Cd],O=C(c1ccc(c(c1)C(=O)[O-])C(=O)[O-])c1ccc(c(c1)C(=O)[O-])C(=O)[O-],UNKNOWN
ATOGEV_clean,[Zn],[O]P(=O)[O],UNKNOWN
ATOWIQ_clean,[Zn];[Zn][Zn],CC1=NN=C([N]1)C;[O-]C(=O)c1ccc(cc1)C(=O)O,ERROR
ATOWOW_clean,[Zn];[Zn][Zn],CC1=NN=C([N]1)C;[O-]C(=O)c1ccc(cc1)C(=O)O,ERROR
ATULIM_clean,[Zn],[O]Cc1nccc(c1)C(=O)[O-],sql,UNKNOWN
ATUYAR_clean,[Gd];[K],[O-]C(=O)c1cc(ccc1C(=O)[O-])Oc1cc(cc(c1)C(=O)[O-])C(=O)[O-],UNKNOWN
AVAGIP_clean,[Ag],c1ccc(nc1)n1c(nnc1c1ccncc1)c1ccncc1,lvt-a
AVAGOV_clean,[Ag],c1ccc(nc1)n1c(nnc1c1ccncc1)c1ccncc1,lvt-a
AVAGUB_clean,[Ag],c1ccc(nc1)n1c(nnc1c1ccncc1)c1ccncc1,lvt-a
AVAJUE_clean,[Cu][Cu],[O-]C(=O)c1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)c1ccc(cc1)C(=O)[O-],tbo
AVAKAL_clean,[Cu][Cu],[O-]C(=O)c1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)c1ccc(cc1)C(=O)[O-],pto
AVAKEP_clean,[Cu][Cu],[O-]C(=O)c1ccc(cc1)c1cc2c3c(c1)C(C)(C)c1c4N3c3c(C2(C)C)cc(cc3C(c4cc(c1)c1ccc(cc1)C(=O)[O-])(C)C)c1ccc(cc1)C(=O)[O-],pto
AVAQIX01_clean,[Cd],[O-]C(=O)c1ccncc1,dia
AVAQIX_clean,[Cd],[O-]C(=O)c1ccncc1,dia
AVEHAM_clean,[Cu][Cu],[O-]C(=O)c1ccc(cc1)N(c1ccc(cc1)C(=O)[O-])c1ccccc1;n1ccc(cc1)COc1ccc(cc1)OCc1ccncc1,pcu
AVELOD_clean,[Cu],[O-]C(=O)C([NH])C;n1ccc(cc1)C=Cc1ccncc1,tsi
AVELUJ_clean,[Ni],[O-]C(=O)C([NH])C;n1ccc(cc1)C=Cc1ccncc1,tsi
AVEMAQ_clean,[Ni],[O-]C(=O)C([NH])C;n1ccc(cc1)C=Cc1ccncc1,tsi
AVEQID_clean,[Zn],Nc1c(cc(cc1c1cc(cc(c1)C(=O)[O-])C(=O)[O-])c1cc(c2cc(cc(c2)C(=O)[O-])C(=O)[O-])c(c(c1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-])N)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],UNKNOWN
AVESAW_clean,Cl[Cd];[Cd],[N]1C=NN=C1,UNKNOWN
AVESOL_clean,[Zn],[O-]C(=O)c1cc(cc(c1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-],vbk,UNKNOWN
AVESUR_clean,[Cd],[O-]C(=O)c1cc(cc(c1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-],UNKNOWN
AVEVEE_clean,[Cd],[O]N(N(c1cc(cc(c1)C(=O)[O-])C(=O)[O-])[O])c1cc(cc(c1)C(=O)[O-])C(=O)[O-],ERROR,kgd
AVIHIY_clean,[Ho],[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],rnb
AVIHOE_clean,[Tm],[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],rnb
AVIMIC_clean,[Zn],[O-]C(=O)c1cc(OCc2ccc(cc2)c2ccc(cc2)COc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-],tfj,UNKNOWN
AVIMOI_clean,[Zn],[O-]C(=O)c1cc(OCc2ccc(cc2)c2ccc(cc2)COc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-],sql,UNKNOWN
AVIMUO_clean,[Mn],[O-]C(=O)c1cc(OCc2ccc(cc2)c2ccc(cc2)COc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-],UNKNOWN
AVIPAX_clean,[Mg],[O-]C(=O)c1cncc(c1)C(=O)[O-],ERROR
AVIPOL_clean,[Mg],[O-]C(=O)c1cncc(c1)C(=O)[O-],bcu
AVITUU_clean,[Cu],n1ccc(cc1)c1sc(c(c1c1ccncc1)c1ccncc1)c1ccncc1,pts
AVIVAC_clean,[Ag],n1ccc(cc1)c1sc(c(c1c1ccncc1)c1ccncc1)c1ccncc1,pts
AVIVEG_clean,[Ag],n1ccc(cc1)c1sc(c(c1c1ccncc1)c1ccncc1)c1ccncc1,pts
AVIVIK_clean,[Ag],n1ccc(cc1)c1sc(c(c1c1ccncc1)c1ccncc1)c1ccncc1,pts
AVIVOQ_clean,[Ag],n1ccc(cc1)c1sc(c(c1c1ccncc1)c1ccncc1)c1ccncc1,pts
AVIVUW_clean,[Ag],n1ccc(cc1)c1sc(c(c1c1ccncc1)c1ccncc1)c1ccncc1,pts
AVOSIO_charged,*,,NA
AVUCEA_clean,[Co],[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],ERROR
AVUDAX_clean,[Cu],C1=N[CH]N([N]1)Cc1cc(CN2[CH]N=C[N]2)cc(c1)Cn1cncn1;N1=C[N]N([CH]1)Cc1cc(CN2[N]C=N[CH]2)cc(c1)CN1[N]C=N[CH]1,UNKNOWN
AWAGEL_clean,[Cd],c1ncn(c1)c1ccc(cc1)N(c1ccc(cc1)n1cncc1)c1ccc(cc1)n1cncc1,ths
AWAGOV_clean,[Ni],[O-]C(=O)c1ccc(cc1)C(=O)[O-];c1ncn(c1)c1ccc(cc1)N(c1ccc(cc1)n1cncc1)c1ccc(cc1)n1cncc1,dmc
AWAHAI_clean,[Mn]1O[U]([O]2[U][O]([U]2)[U](O[Mn]O[U]([O]2[U][O]([U](O1)[O]1[U]O[U]1)[U]2)[O]1[U]O[U]1)[O]1[U]O[U]1)[O]1[U]O[U]1;[Mn][Mn][Mn],[O-]C(=O)CP(=O)([O])[O],ERROR
AWAHEM_clean,[Mn];[U],[O-]C(=O)CP(=O)([O])[O],UNKNOWN
AWAJIT_clean,[Zn],[O-]C(=O)c1cc(N)c(cc1N)C(=O)[O-];[O-]C(=O)c1ccc(c(c1N)N)C(=O)[O-];n1ccc(cc1)OCC(COc1ccncc1)(COc1ccncc1)COc1ccncc1,UNKNOWN
AWAKEQ_clean,[Cd],[O-]C(=O)c1ccc(cc1)N(c1ccc(cc1)C(=O)[O-])c1ccccc1;n1ccc(cc1)CN1[CH][CH]N([CH][CH]1)Cc1ccncc1,cds
AWASAU_clean,I[Cu]12[Cu]3[Cu]1[Cu]23(I)(I)I;[Pr],[O-]C(=O)c1ccncc1,UNKNOWN
AWASEY_clean,I[Cu]12(I)[Cu]3[Cu]1([Cu]23I)I;[K];[Pr];[Pr][Pr],[O-]C(=O)c1ccncc1,ERROR
AWASOI_clean,I[Cu]12(I)[Cu]3[Cu]1([Cu]23I)I;I[Cu]12(I)[Cu]3[Cu]1[Cu]23I;I[Cu]12[Cu]3[Cu]1([Cu]23(I)(I)I)I;[Pr],[O-]C(=O)c1ccncc1,UNKNOWN
AWAWUR_clean,[Co];[Co]O[Co],[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-];n1ccc(cc1)C1=NC(=[N]=C([N]1)c1ccncc1)c1ccncc1,UNKNOWN
AWEBIO_charged,[O][U]1([O])[OH][U]2([O]1[U]1([O]2[U]([OH]1)([O])[O])([O])[O])([O])[O],O=C1N2CN3C(=O)N4C5C3N3CN6C2C2N1CN1C(=O)N7C8C1N(CN2C6=O)C(=O)N8CN1C2N(C7)C(=O)N6C2N(C1=O)CN1C2N(C6)C(=O)N6CN7C(=O)N(C4)C4N(CN5C3=O)C(=O)N(C74)CN(C26)C1=O;[O-]C(=O)CCCCCCCC(=O)[O-],mab
AWEDOW_charged,[Zn],[O-]C(=O)CC(=O)[O-];c1ncn(c1)c1ccc(cc1)N(c1ccc(cc1)n1cncc1)c1ccc(cc1)n1cncc1,UNKNOWN
AWEDUC_charged,[Zn],[O-]C(=O)CCCC(=O)[O-];c1ncn(c1)c1ccc(cc1)N(c1ccc(cc1)n1cncc1)c1ccc(cc1)n1cncc1,UNKNOWN
AWEJIW_clean,[Cd],[O-]C(=O)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],UNKNOWN
AWEVIJ_clean,[Zn],C1=NC=C(C=[C]1)[C]Oc1c2cccc1Cc1cccc(c1OCc1cccnc1)Cc1c(c(Cc3c(c(C2)ccc3)OCc2cccnc2)ccc1)OCc1cccnc1;C1=[C]C=C(C=N1)[C]Oc1c2cccc1Cc1cccc(c1OCc1cccnc1)Cc1c(c(Cc3c(c(C2)ccc3)OCc2cccnc2)ccc1)OCc1cccnc1;c1ccc(cn1)COc1c2cccc1Cc1cccc(c1OCc1cccnc1)Cc1c(c(Cc3c(c(C2)ccc3)OCc2cccnc2)ccc1)OCc1cccnc1,lvt-a
AWEZOS01_clean,Cl[Cu];[Cu],Nc1ccc(cc1)C1=NN=C([N]1)c1ccc(cc1)N;Nc1ccc(cc1)C1=N[N]C(=N1)c1ccc(cc1)N;Nc1ccc(cc1)C1=[N]=C(N=N1)c1ccc(cc1)N,UNKNOWN
AWEZOS_clean,Cl[Cu];[Cu],Nc1ccc(cc1)C1=NN=C([N]1)c1ccc(cc1)N;Nc1ccc(cc1)C1=N[N]C(=N1)c1ccc(cc1)N;Nc1ccc(cc1)C1=[N]=C(N=N1)c1ccc(cc1)N,UNKNOWN
AWIBAK_clean,Cl[Cu];[Cu],Nc1ccc(cc1)C1=NN=C([N]1)c1ccc(cc1)N;Nc1ccc(cc1)C1=N[N]C(=N1)c1ccc(cc1)N;Nc1ccc(cc1)C1=[N]=C(N=N1)c1ccc(cc1)N,UNKNOWN
AWIBEO_clean,[Cu];[Cu]Br,Nc1ccc(cc1)C1=NN=C([N]1)c1ccc(cc1)N;Nc1ccc(cc1)C1=N[N]C(=N1)c1ccc(cc1)N;Nc1ccc(cc1)C1=[N]=C(N=N1)c1ccc(cc1)N,UNKNOWN
AWIBIS_clean,[Cu];[Cu]Br,Nc1ccc(cc1)C1=NN=C([N]1)c1ccc(cc1)N;Nc1ccc(cc1)C1=N[N]C(=N1)c1ccc(cc1)N,UNKNOWN
AWOFOI_clean,[Ce],[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],rtl
AWUPAL_clean,[In],[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)C1=C2C=CC3=[N]2[Fe]24n5c1ccc5C(=C1[N]2=C(C=C1)C(=c1n4c(=C3c2cc(cc(c2)c2ccc(cc2)C(=O)[O-])c2ccc(cc2)C(=O)[O-])cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-])c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],flu,jaj
AXAFAG_clean,F[U];[U],[O]P(=O)(O)[O];[O]P(=O)([O])[O],UNKNOWN
AXAQAT_clean,[Ag];[Fe],[C]#N;n1ccncc1,ERROR
AXAWUT_clean,[Ce],[O-]C(=O)CC(=O)[O-],ERROR
AXIMUP_clean,[La],[O-][n+]1ccc(cc1)CCc1cc[n+](cc1)[O-],UNKNOWN
AXINAX01_clean,[Co],[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],UNKNOWN
AXINEA_clean,[La],[O-][n+]1ccc(cc1)C(=O)[O-];[O-][n+]1ccc(cc1)CCc1cc[n+](cc1)[O-],ERROR
AXINIF_clean,[Co][O]([Co])[Co],[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],sit
AXIPEE01_clean,[Au];[Fe],[C]#N;n1ccc(cc1)c1ccc(nn1)c1ccncc1,ERROR
AXIPEE02_clean,[Au][Au];[Fe],[C]#N;n1ccc(cc1)c1ccc(nn1)c1ccncc1,fsc
AXIPEE03_clean,[Au];[Au][Au];[Fe],[C]#N;n1ccc(cc1)c1ccc(nn1)c1ccncc1,ERROR
AXIPEE_clean,[Au][Au];[Fe],[C]#N;n1ccc(cc1)c1ccc(nn1)c1ccncc1,fsc
AXOHIE_clean,[Cd],[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-];n1ccc(cc1)c1ccncc1,bnn
AXUBAW_manual,[Zn][O]([Zn])([Zn])[Zn],[O-]C(=O)c1c(C)c(C)c(c(c1C)C)C(=O)[O-],pcu
AXUBOL_clean,[Ni][OH]([Ni])[Ni],[O-]C(=O)c1ccc(cc1)C(=O)[O-];[O-]C(=O)c1ccncc1,ncb
AXUDII04_clean,,,NA
